filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170880_cube.fits,45.00033,0.0,90.0,825594621.0816193,-416547561.1424713,621071091.1120453,204523529.969574,28733.16239263648,28733.16239263648,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170884_cube.fits,45.00029,45.0,33.75,786503031.3529015,419249365.5066719,183626832.9231148,602876198.4297867,28044.66136990963,28044.66136990963,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170881_cube.fits,45.00029,11.25,11.25,819924519.6782455,-312613448.25014496,566268983.9641953,253655535.7140503,28634.32415263621,28634.32415263621,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170885_cube.fits,45.00029,56.25,56.25,789468370.5687943,344764843.3545151,222351763.6071396,567116606.9616547,28097.479790344085,28097.479790344085,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170882_cube.fits,45.00029,22.5,22.5,805670407.4565125,-35070385.28652954,420370396.371521,385300011.08499146,28384.333838519316,28384.333838519316,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170886_cube.fits,45.00029,67.5,63.722,801283214.5641937,80734557.5960083,360274328.4840927,441008886.080101,28306.94640126684,28306.94640126684,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170883_cube.fits,45.00029,33.75,22.5,793236218.2319183,264398341.0066681,264418938.61262512,528817279.6192932,28164.44954604862,28164.44954604862,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170887_cube.fits,45.00029,78.75,67.5,816710159.2903328,-225891977.3505516,521301068.3204422,295409090.9698906,28578.14128473601,28578.14128473601,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170889_cube.fits,57.49991,0.0,85.18,824343229.4786472,-500712787.7114162,662528008.5950317,161815220.8836155,28711.37804910533,28711.37804910533,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170893_cube.fits,57.49991,45.0,33.75,778365655.9382324,498330471.5855713,140017592.17633057,638348063.7619019,27899.205292234263,27899.205292234263,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170890_cube.fits,57.49991,11.25,11.25,813624670.6570816,-267344480.11154935,540484575.3843155,273140095.2727661,28524.10683364304,28524.10683364304,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170894_cube.fits,57.49991,56.25,45.0,787228687.2559814,290854974.5355377,248186856.36022183,539041830.8957596,28057.59589230662,28057.59589230662,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170891_cube.fits,57.49991,22.5,22.5,794713913.079113,112833998.41756058,340939957.3307762,453773955.7483368,28190.670674517714,28190.670674517714,1867.1678
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170895_cube.fits,57.49991,67.5,67.5,802909348.0410614,-77116825.9011383,440013086.9710999,362896261.0699616,28335.65506638344,28335.65506638344,1867.1678
