filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170880_cube.fits,45.00033,0.0,90.0,85693656.45038271,-36797392.8309226,61245524.64065266,24448131.809730053,9257.086823098436,9257.086823098436,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170884_cube.fits,45.00029,45.0,33.75,96078903.781811,48372623.09295249,23853140.34442925,72225763.43738174,9801.984685858828,9801.984685858828,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170881_cube.fits,45.00029,11.25,11.25,86807150.2750969,-30171541.270534515,58489345.7728157,28317804.50228119,9317.035487487256,9317.035487487256,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170885_cube.fits,45.00029,56.25,56.25,94446931.08227706,38927086.62516618,27759922.22855544,66687008.85372162,9718.381093694416,9718.381093694416,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170882_cube.fits,45.00029,22.5,22.5,90410978.58400343,-1314433.0459070206,45862705.81495524,44548272.76904821,9508.468782301568,9508.468782301568,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170886_cube.fits,45.00029,67.5,63.722,90561070.74065425,8968336.942436934,40796366.89910865,49764703.84154558,9516.35806076328,9516.35806076328,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170883_cube.fits,45.00029,33.75,22.5,94276522.32565522,31569798.20371413,31353362.060970545,62923160.26468468,9709.609792656718,9709.609792656718,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170887_cube.fits,45.00029,78.75,67.5,86864906.5597043,-23266189.312046528,55065547.935875416,31799358.623828888,9320.134471117051,9320.134471117051,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170889_cube.fits,57.49991,0.0,85.18,83784879.2222774,-44817892.03074956,64301385.62651348,19483493.59576392,9153.408065976158,9153.408065976158,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170893_cube.fits,57.49991,45.0,33.75,96645073.49368729,57788373.09077394,19428350.201456662,77216723.2922306,9830.822625481922,9830.822625481922,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170890_cube.fits,57.49991,11.25,11.25,86578607.56969118,-25269355.14693594,55923981.35831356,30654626.21137762,9304.762628336694,9304.762628336694,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170894_cube.fits,57.49991,56.25,45.0,93709338.70473053,35603990.11136484,29052674.296682835,64656664.40804768,9680.358397535212,9680.358397535212,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170891_cube.fits,57.49991,22.5,22.5,91426272.69500208,13975344.018191814,38725464.33840513,52700808.35659695,9561.708670264015,9561.708670264015,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170895_cube.fits,57.49991,67.5,67.5,88424989.61787963,-4622616.797991514,46523803.20793557,41901186.40994406,9403.456259157036,9403.456259157036,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170892_cube.fits,57.49991,33.75,22.5,95623837.60383368,48704678.93319559,23459579.33531904,72164258.26851463,9778.744173145838,9778.744173145838,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170896_cube.fits,57.49991,78.75,78.75,84204704.47023702,-38842644.36374927,61523674.41699314,22681030.05324388,9176.31213888439,9176.31213888439,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170898_cube.fits,69.99973,0.0,15.3,81111580.31263268,-61409645.8478421,71260613.08023739,9850967.232395291,9006.196772924333,9006.196772924333,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170902_cube.fits,69.99973,45.0,45.0,97986203.98348224,76711922.93239987,10637140.525541186,87349063.45794106,9898.798108027167,9898.798108027167,2369.3441
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_in/CRSA00170899_cube.fits,69.99976,11.25,0.0,84828945.19809198,-34268240.38136244,59548592.78972721,25280352.408364773,9210.263036314,9210.263036314,2369.3441
