filepath,D_IMRANG,RET-ANG1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,p,a,wavelength_bin
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171878_cube.fits,84.34189,-1.0,7280.656038890956,-147.1133914895472,3713.8847151902514,3566.771323700704,25.287659224276197,25.287659224276197,62.08020182679205,41.64786339,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171879_cube.fits,83.91232,0.0,7301.098054741013,-209.369995880435,3755.234025310724,3545.864029430289,27.89826851481654,27.89826851481654,62.49259948625964,40.78547846,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171880_cube.fits,83.67774,45.0,7341.757784140681,-95.12373041345472,3718.440757277068,3623.317026863613,30.341933723133412,30.341933723133412,62.70771650954561,40.32040535,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171881_cube.fits,83.44626,22.5,7323.443149457683,-242.559586930086,3783.001368193885,3540.4417812637985,27.718835392501912,27.718835392501912,62.91735125326244,39.8540692,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171882_cube.fits,83.21724,67.5,7457.393256469068,-38.02310324589462,3747.708179857482,3709.6850766115863,27.390302214529708,27.390302214529708,63.12261336870697,39.38688355,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171883_cube.fits,82.97821,0.0,7396.344240328337,-217.2200603669257,3806.782150347631,3589.5620899807054,26.30683508984568,26.30683508984568,63.323423728498206,38.91920635,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171884_cube.fits,82.74052,45.0,7389.138002797586,-69.68659129909202,3729.412297048339,3659.725705749247,26.391431003609803,26.391431003609803,63.51939261621238,38.44987184,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171885_cube.fits,82.50915,22.5,1839.2769278002847,1325.6669209088573,256.80500344571385,1582.471924354571,1.6669290367781135,1.6669290367781135,63.71132231700434,37.98023441,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171886_cube.fits,82.27367,67.5,6127.7207719751805,941.381912532765,2593.1694297212075,3534.5513422539725,21.17589037442613,21.17589037442613,63.89871678239111,37.51020806,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171887_cube.fits,82.03785,0.0,7319.265294940004,-214.0582239275436,3766.661759433774,3552.6035355062304,26.009686335493303,26.009686335493303,64.08226774835659,37.03904019,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171888_cube.fits,81.79729,45.0,7138.887818530826,-55.129411571611854,3597.008615051219,3541.879203479607,27.19487385193225,27.19487385193225,64.26131833154646,36.56753581,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171889_cube.fits,81.56337,22.5,7122.115992763245,-255.03487888564496,3688.575435824445,3433.5405569388,29.534605525260133,29.534605525260133,64.43665563971794,36.09496117,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171890_cube.fits,81.32861,67.5,7136.7907632492925,-61.55054266483694,3599.1706529570647,3537.620110292228,29.007902392234413,29.007902392234413,64.60794201684723,35.62168295,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171891_cube.fits,80.96214,67.5,294.273317499772,142.16881371708303,76.0522518913445,218.22106560842752,0.4506999035708078,0.4506999035708078,64.86810140867912,34.89378925,2067.8395
/home/shared/exoserver/CHARIS-cals/HD154445/newcaldata_012026/cubes/CRSA00171892_cube.fits,80.73001,67.5,720.9477662771526,54.8397702347599,333.0539980211964,387.8937682559563,0.5308565932475696,0.5308565932475696,65.02994299217433,34.41884596,2067.8395
