filepath,D_IMRANG,RET-ANG1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171803_cube.fits,45.0,0.0,28067313.947805166,-948585.7429726124,14507949.84538889,13559364.102416275,5297.859374106221,5297.859374106221,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171807_cube.fits,45.0,45.0,94547804.80582236,-2513636.185102463,48530720.49546242,46017084.31035996,9723.569550624008,9723.569550624008,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171804_cube.fits,45.0,11.25,73438902.1308074,-2478768.618534565,37958835.37467098,35480066.75613642,8569.650058830139,8569.650058830139,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171808_cube.fits,45.0,56.25,97752113.90301035,-2671601.446789741,50211857.674900055,47540256.22811031,9886.966870734946,9886.966870734946,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171805_cube.fits,45.0,22.5,84940213.15149021,-2642127.4710798264,43791170.31128502,41149042.84020519,9216.301489832578,9216.301489832578,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171809_cube.fits,45.0,67.5,100255559.10448553,-3020983.407969475,51638271.25622749,48617287.84825802,10012.769801832334,10012.769801832334,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171806_cube.fits,45.0,33.75,90401786.23514938,-2556830.4341259003,46479308.33463764,43922477.90051174,9507.985393086665,9507.985393086665,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171810_cube.fits,45.0,78.75,102238313.3687048,-3416939.396086693,52827626.382395744,49410686.98630905,10111.296324839106,10111.296324839106,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171812_cube.fits,57.5,0.0,106005485.27711868,-3982144.3410816193,54993814.80910015,51011670.46801853,10295.896526146653,10295.896526146653,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171816_cube.fits,57.5,45.0,109056736.31603432,-3059424.907949448,56058080.61199188,52998655.70404244,10443.023332159815,10443.023332159815,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171813_cube.fits,57.5,11.25,107038130.4097004,-3802118.139501572,55420124.27460098,51618006.13509941,10345.923371536268,10345.923371536268,2290.0781
/home/thomasmc/nbs_in/unpol/cubes/CRSA00171817_cube.fits,57.5,56.25,109553020.95560074,-3265652.33700943,56409336.64630509,53143684.30929565,10466.757900878416,10466.757900878416,2290.0781
