FILE_NAME,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,DATE-OBS,OBJECT,UT,UT-END,UT-STR,HST,HST-END,HST-STR,MJD,MJD-END,MJD-STR,FRAMEID,EXPTIME,DATA-TYP,OBSERVAT,TELESCOP,INSTRUME,TIMESYS,PROP-ID,OBSERVER,OBS-ALOC,OBS-MOD,RADESYS,LONPOLE,RA,DEC,EQUINOX,TELFOCUS,FOC-VAL,AIRMASS,ZD,AZIMUTH,ALTITUDE,FOC-POS,AUTOGUID,M2-TYPE,OUT-HUM,OUT-PRS,OUT-TMP,OUT-WND,U_CAMERA,U_AQTINT,U_AQNCYC,U_FLCOFF,U_AQSDEL,U_AQDTIM,U_HWPANG,U_NLOOPS,U_LOOPIT,U_NPOLST,U_PLSTIT,U_ORGDIR,U_OGFNAM,U_OGFNUM,U_EMGAIN,U_QWP1,U_QWP2,U_FILTER,U_MASK,U_MANGLE,U_AOHWP,D_SADC,D_SADCA1,D_SADCA2,D_SADCDC,D_SADCFC,D_SADCMD,D_SADCPA,D_SADCP,D_SADCRA,D_SADCST,D_BS1,D_BS1P,D_BS1S,D_BS2,D_BS2P,D_BS2S,D_ENSHUT,D_BNCHI,D_BNCHO,D_BNCTI,D_BNCTO,D_IMRANG,D_IMRDEC,D_IMRMOD,D_IMRPAD,D_IMRPAP,D_IMRRA,D_IMR,D_ADFG,D_DMCMTX,D_DMGAIN,D_HDFG,D_HTTG,D_LDFG,D_LOOP,D_LTTG,D_PSUBG,D_STTG,D_TTCMTX,D_TTGAIN,D_WTTG,DATE,U_FLCSTT,OG_FRMID,DETECTOR,DETGAIN,RET-ANG1,RETPLAT1,U_FLCANG,TINT,PA-STR,PA-END,PA,DEROTANG,WCSAXES,CRPIX1,CRPIX2,PC1_1,PC1_2,PC2_1,PC2_2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,CRVAL1,CRVAL2,LATPOLE,MJDREF,DPP_BACK,COL_METH,MODEL,MOD_AMP,MOD_X,MOD_Y,PHOTFLUX,PHOTRAD,MEDFLUX,SUMFLUX,PEAKFLUX,MAX_X,MAX_Y,MAX_PIXEL_VALUE,R_15_TOTAL_COUNTS,NORM_I,DOUBLE_DIFFERENCE,DOUBLE_SUM,Q,U,Q_sem,U_sem,SCIENCE_REGION_MAX_RADIUS,APPENDIX_D_APERTURE_RADIUS,BACKGROUND_SUBTRACTION_METHOD,BACKGROUND_ANNULUS_INNER_RADIUS,BACKGROUND_ANNULUS_OUTER_RADIUS,BACKGROUND_ANNULUS_WIDTH,R_75_RAW_TOTAL_COUNTS,R_75_TOTAL_COUNTS,R_75_TOTAL_COUNTS_NOISE,R_75_NO_ANNULUS_SNR,DOUBLE_DIFFERENCE_ERRS,APPENDIX_D_Q_OVER_I,APPENDIX_D_U_OVER_I
VDATA20220128A_00000374_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:31:36.263,07:31:44.213,07:31:28.313,21:31:36.270,21:31:44.221,21:31:28.319,59607.3136115,59607.313704,59607.313519,VTMP00000374,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.18,2000.0,NS_IR,-0.12,1.003,4.29085,350.13717,85.70915,Nasmyth-IR,OFF,IR,25.9,622.1,271.55,4.6,2.0,10000.0,750.0,0.0,100000.0,10000.0,22.5,2.0,1.0,4.0,3.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,2,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.18998,141.18997,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.3604,+24:02:22.52,ADI,-49.213,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:31:53,1,VMPA00016523,iXon Ultra 897 - VAMPIRES 2.0,50.0,22.5,HWP(NIR),45,7.49,166.4484055900096,165.6410671124455,166.0440630229906,87.4440630229906,2,128.5,128.5,0.044594721638879,0.99900516054821,-0.99900516054821,0.044594721638879,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.04005,24.04005,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,2361.111173286667,182.7505807784925,182.0660462633022,943683.841444702,30,32.37792205810547,3779452.25,6207.3154296875,182.0,183.0,6207.3154296875,435696.9174960464,0,0.0,0.0,0.0,0.0,0,0,122.0,75,none,,,0,2364913.7441101074,2364913.7441101074,1537.8276054584621,1537.8276054584621,0.0,,
VDATA20220128A_00000375_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:31:36.263,07:31:44.213,07:31:28.313,21:31:36.270,21:31:44.221,21:31:28.319,59607.3136115,59607.313704,59607.313519,VTMP00000375,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.18,2000.0,NS_IR,-0.12,1.003,4.29085,350.13717,85.70915,Nasmyth-IR,OFF,IR,25.9,622.1,271.55,4.6,2.0,10000.0,750.0,0.0,100000.0,10000.0,22.5,2.0,1.0,4.0,3.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,2,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.18998,141.18997,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.3604,+24:02:22.52,ADI,-49.213,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:31:53,2,VMPA00016523,iXon Ultra 897 - VAMPIRES 2.0,50.0,22.5,HWP(NIR),45,7.49,166.4484055900096,165.6410671124455,166.0440630229906,87.4440630229906,2,128.5,128.5,0.044594721638879,0.99900516054821,-0.99900516054821,0.044594721638879,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.04005,24.04005,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,2300.314166449343,182.7331906468273,182.0447376708225,927909.5930554196,30,31.48583221435547,3764629.75,6213.08740234375,182.0,183.0,6213.08740234375,428395.0421707789,0,0.0,0.0,0.0,0.0,0,0,121.0,75,none,,,0,2328541.1925811768,2328541.1925811768,1525.955829171073,1525.955829171073,0.0,,
VDATA20220128A_00000376_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:08.356,07:32:16.302,07:32:00.411,21:32:08.363,21:32:16.309,21:32:00.417,59607.3139815,59607.314074,59607.313889,VTMP00000376,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.18,2000.0,NS_IR,-0.12,1.003,4.31444,348.51972,85.68556,Nasmyth-IR,OFF,IR,25.9,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,1.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,3,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.20195,141.20099,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.35025,+24:02:22.52,ADI,-50.859,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:21,1,VMPA00016525,iXon Ultra 897 - VAMPIRES 1.0,50.0,67.5,HWP(NIR),45,7.49,164.8392383784075,164.0431581562038,164.4404652272129,85.84046522721295,2,128.5,128.5,0.07253382412782,0.9973659530771,-0.9973659530771,0.07253382412782,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.04005,24.04005,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,517.9918297666657,183.2570985159226,181.901664257212,543644.4135009766,30,26.4713249206543,2872937.0,2421.459228515625,182.0,183.0,2421.459228515625,222771.37999657696,"(0.032432978895845885, 0.0)",0.0134079994996545,-0.13057728612911634,0.0,0.0,0,0,134.0,75,none,,,0,1567303.9258003235,1567303.9258003235,1251.9200956132638,1251.9200956132638,0.00037638078768321547,,
VDATA20220128A_00000377_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:08.356,07:32:16.302,07:32:00.411,21:32:08.363,21:32:16.309,21:32:00.417,59607.3139815,59607.314074,59607.313889,VTMP00000377,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.18,2000.0,NS_IR,-0.12,1.003,4.31444,348.51972,85.68556,Nasmyth-IR,OFF,IR,25.9,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,1.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,3,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.20195,141.20099,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.35025,+24:02:22.52,ADI,-50.859,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:21,2,VMPA00016525,iXon Ultra 897 - VAMPIRES 1.0,50.0,67.5,HWP(NIR),45,7.49,164.8392383784075,164.0431581562038,164.4404652272129,85.84046522721295,2,128.5,128.5,0.07253382412782,0.9973659530771,-0.9973659530771,0.07253382412782,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.04005,24.04005,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,494.1020815183547,183.2605190656386,181.8944483887879,520061.1214682006,30,25.71719551086426,2719301.75,2301.49560546875,182.0,183.0,2301.49560546875,212667.21025448744,0,0.0,0.0,0.0,0.0,0,0,129.0,75,none,,,0,1500785.477607727,1500785.477607727,1225.0654993132925,1225.0654993132928,0.0,,
VDATA20220128A_00000378_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:08.356,07:32:16.302,07:32:00.411,21:32:08.363,21:32:16.309,21:32:00.417,59607.3139815,59607.314074,59607.313889,VTMP00000378,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.18,2000.0,NS_IR,-0.12,1.003,4.31444,348.51972,85.68556,Nasmyth-IR,OFF,IR,25.9,622.1,271.55,4.7,2.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,1.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,3,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.20195,141.20099,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.35025,+24:02:22.52,ADI,-50.859,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:24,1,VMPA00016525,iXon Ultra 897 - VAMPIRES 2.0,50.0,67.5,HWP(NIR),45,7.49,164.8392383784075,164.0431581562038,164.4404652272129,85.84046522721295,2,128.5,128.5,0.07253382412782,0.9973659530771,-0.9973659530771,0.07253382412782,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.04005,24.04005,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,656.2542014986642,183.2509842455715,181.906048773566,691570.9814782712,30,32.19759368896484,3572309.25,3010.90185546875,182.0,183.0,3010.90185546875,283539.3296026249,0,0.0,0.0,0.0,0.0,0,0,132.0,75,none,,,0,1980780.40965271,1980780.40965271,1407.4020071225953,1407.4020071225955,0.0,,
VDATA20220128A_00000379_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:08.356,07:32:16.302,07:32:00.411,21:32:08.363,21:32:16.309,21:32:00.417,59607.3139815,59607.314074,59607.313889,VTMP00000379,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.18,2000.0,NS_IR,-0.12,1.003,4.31444,348.51972,85.68556,Nasmyth-IR,OFF,IR,25.9,622.1,271.55,4.7,2.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,1.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,3,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.20195,141.20099,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.35025,+24:02:22.52,ADI,-50.859,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:24,2,VMPA00016525,iXon Ultra 897 - VAMPIRES 2.0,50.0,67.5,HWP(NIR),45,7.49,164.8392383784075,164.0431581562038,164.4404652272129,85.84046522721295,2,128.5,128.5,0.07253382412782,0.9973659530771,-0.9973659530771,0.07253382412782,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.04005,24.04005,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,678.1335624419467,183.2585859479179,181.8141493285567,703179.5700280763,30,32.5807991027832,3589063.75,3051.21533203125,182.0,183.0,3051.21533203125,289175.0986767928,0,0.0,0.0,0.009557045546199771,0.007422730104246476,0,0,132.0,75,none,,,0,2008892.4341392517,2008892.4341392517,1417.3540256898598,1417.3540256898598,0.0,,
VDATA20220128A_00000380_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:40.125,07:32:48.087,07:32:32.162,21:32:40.132,21:32:48.095,21:32:32.169,59607.3143515,59607.314444,59607.314259,VTMP00000380,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.17,2000.0,NS_IR,-0.12,1.003,4.34072,346.96556,85.65928,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,0.0,2.0,2.0,4.0,1.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,4,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.21602,141.21496,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.32678,+24:02:22.52,ADI,-52.486,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:52,1,VMPA00016529,iXon Ultra 897 - VAMPIRES 1.0,50.0,0.0,HWP(NIR),45,7.49,163.2530428399112,162.4691272742185,162.8602984217002,84.26029842170016,2,128.5,128.5,0.10000922299363,0.99498651011771,-0.99498651011771,0.10000922299363,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040047222222,24.040047222222,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,1589.627210205985,182.548098362371,182.1235262255394,758510.5451074219,30,25.54833793640137,2982733.5,4668.37158203125,182.0,183.0,4668.37158203125,350587.57382834057,"(-0.005243788436257446, 0.0)",-0.0036748001694661466,-0.1354295551530259,0.0,0.0,0,0,120.0,75,none,,,0,1881405.130455017,1881405.130455017,1371.6432227277678,1371.643222727768,0.00033954021377198475,,
VDATA20220128A_00000381_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:40.125,07:32:48.087,07:32:32.162,21:32:40.132,21:32:48.095,21:32:32.169,59607.3143515,59607.314444,59607.314259,VTMP00000381,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.17,2000.0,NS_IR,-0.12,1.003,4.34072,346.96556,85.65928,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,0.0,2.0,2.0,4.0,1.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,4,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.21602,141.21496,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.32678,+24:02:22.52,ADI,-52.486,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:52,2,VMPA00016529,iXon Ultra 897 - VAMPIRES 1.0,50.0,0.0,HWP(NIR),45,7.49,163.2530428399112,162.4691272742185,162.8602984217002,84.26029842170016,2,128.5,128.5,0.10000922299363,0.99498651011771,-0.99498651011771,0.10000922299363,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040047222222,24.040047222222,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,1726.767523762168,182.6140734714506,182.1475760163211,753469.5258184812,30,25.53145027160645,2957517.75,4687.296875,182.0,183.0,4687.296875,349087.8801969144,0,0.0,0.0,0.0,0.0,0,0,120.0,75,none,,,0,1868170.2521247864,1868170.2521247864,1366.8102473001827,1366.8102473001825,0.0,,
VDATA20220128A_00000382_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:40.125,07:32:48.087,07:32:32.162,21:32:40.132,21:32:48.095,21:32:32.169,59607.3143515,59607.314444,59607.314259,VTMP00000382,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.17,2000.0,NS_IR,-0.12,1.003,4.34072,346.96556,85.65928,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,2.0,10000.0,750.0,0.0,100000.0,10000.0,0.0,2.0,2.0,4.0,1.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,4,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.21602,141.21496,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.32678,+24:02:22.52,ADI,-52.486,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:56,1,VMPA00016529,iXon Ultra 897 - VAMPIRES 2.0,50.0,0.0,HWP(NIR),45,7.49,163.2530428399112,162.4691272742185,162.8602984217002,84.26029842170016,2,128.5,128.5,0.10000922299363,0.99498651011771,-0.99498651011771,0.10000922299363,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040047222222,24.040047222222,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,2079.8524602424,182.545771113107,182.128666654694,1009250.256282959,30,32.34506607055664,3877754.0,6079.85205078125,182.0,183.0,6079.85205078125,467424.5660940354,0,0.0,0.0,0.0,0.0,0,0,119.0,75,none,,,0,2484689.9980278015,2484689.9980278015,1576.2899473218122,1576.2899473218122,0.0,,
VDATA20220128A_00000383_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:32:40.125,07:32:48.087,07:32:32.162,21:32:40.132,21:32:48.095,21:32:32.169,59607.3143515,59607.314444,59607.314259,VTMP00000383,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.17,2000.0,NS_IR,-0.12,1.003,4.34072,346.96556,85.65928,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,2.0,10000.0,750.0,0.0,100000.0,10000.0,0.0,2.0,2.0,4.0,1.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,4,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.21602,141.21496,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.32678,+24:02:22.52,ADI,-52.486,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:32:56,2,VMPA00016529,iXon Ultra 897 - VAMPIRES 2.0,50.0,0.0,HWP(NIR),45,7.49,163.2530428399112,162.4691272742185,162.8602984217002,84.26029842170016,2,128.5,128.5,0.10000922299363,0.99498651011771,-0.99498651011771,0.10000922299363,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040047222222,24.040047222222,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,2151.812152395658,182.603055314141,182.1263181629784,992134.8497570796,30,31.61099815368652,3808131.75,6148.3046875,182.0,183.0,6148.3046875,460472.5475085173,0,0.0,0.0,0.0,0.0,0,0,121.0,75,none,,,0,2439580.4694976807,2439580.4694976807,1561.9156409671045,1561.9156409671043,0.0,,
VDATA20220128A_00000384_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:11.690,07:33:19.622,07:33:03.758,21:33:11.696,21:33:19.629,21:33:03.764,59607.3147105,59607.314803,59607.314618,VTMP00000384,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.14,2000.0,NS_IR,-0.12,1.003,4.37055,345.41704,85.62945,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,45.0,2.0,2.0,4.0,2.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,5,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.23103,141.23102,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-54.093,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:24,1,VMPA00016533,iXon Ultra 897 - VAMPIRES 1.0,50.0,45.0,HWP(NIR),45,7.49,161.7376189140196,160.9662793143866,161.3511163687652,82.7511163687652,2,128.5,128.5,0.1261796405793,0.99200740839133,-0.99200740839133,0.1261796405793,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040038888889,24.040038888889,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,5044.518729991772,182.5479411764513,182.2360891884709,965795.7608410644,30,24.39320373535156,3145192.75,8735.7353515625,182.0,183.0,8735.7353515625,504547.9457383407,"(0.03386536151637806, 0.0)",0.015840670408996182,-0.1326520527282106,0.0,0.0,0,0,119.0,75,none,,,0,2113537.896209717,2113537.896209717,1453.8011886808033,1453.8011886808033,0.0003240817615827616,,
VDATA20220128A_00000385_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:11.690,07:33:19.622,07:33:03.758,21:33:11.696,21:33:19.629,21:33:03.764,59607.3147105,59607.314803,59607.314618,VTMP00000385,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.14,2000.0,NS_IR,-0.12,1.003,4.37055,345.41704,85.62945,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,45.0,2.0,2.0,4.0,2.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,5,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.23103,141.23102,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-54.093,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:24,2,VMPA00016533,iXon Ultra 897 - VAMPIRES 1.0,50.0,45.0,HWP(NIR),45,7.49,161.7376189140196,160.9662793143866,161.3511163687652,82.7511163687652,2,128.5,128.5,0.1261796405793,0.99200740839133,-0.99200740839133,0.1261796405793,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040038888889,24.040038888889,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,4793.81080567033,182.523705427783,182.2099063201109,919482.4098254396,30,23.41645622253418,3003245.75,8364.11328125,182.0,183.0,8364.11328125,480921.7749615928,0,0.0,0.0,0.0,0.0,0,0,119.0,75,none,,,0,2014514.3745574951,2014514.3745574951,1419.335892083863,1419.335892083863,0.0,,
