filepath,D_IMRANG,RET-ANG1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,p,a,wavelength_bin
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154220_cube.fits,94.28935,0.0,2956200.141986874,-85944.51432767534,1521072.3281572748,1435127.8138295994,3101.1705963217505,3101.1705963217505,94.49502608152916,59.5642602,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154221_cube.fits,94.27834,45.0,3321517.3978600684,-132611.84811758436,1727064.6229888264,1594452.774871242,4021.7538737493896,4021.7538737493896,94.4745458284614,59.53128284,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154222_cube.fits,94.25066,22.5,3109776.697150731,-75512.52696827892,1592644.612059505,1517132.085091226,3267.9656234782824,3267.9656234782824,94.45378197628976,59.49825251,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154223_cube.fits,94.23526,67.5,2962824.260994581,-137107.47133765672,1549965.866166119,1412858.3948284625,2836.6404002252552,2836.6404002252552,94.43318276931836,59.46451704,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154224_cube.fits,94.21821,0.0,3129608.826604593,-92437.21831537248,1611023.022459983,1518585.8041446104,3351.438351610744,3351.438351610744,94.41281065978929,59.43149467,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154225_cube.fits,94.19508,45.0,3762988.209671763,-139452.24397937465,1951220.2268255688,1811767.982846194,4588.776045694448,4588.776045694448,94.3921327391655,59.39849932,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154226_cube.fits,94.17824,22.5,4089398.189646528,-178066.0239931061,2133732.106819817,1955666.0828267108,5252.066772035713,5252.066772035713,94.37189887796752,59.36510591,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154227_cube.fits,94.17655,67.5,4427694.489984432,-272758.8882777076,2350226.68913107,2077467.8008533623,8178.028633089006,8178.028633089006,94.35198791597172,59.33209451,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154228_cube.fits,94.14879,0.0,4412380.67026311,-130731.7533017234,2271556.2117824163,2140824.458480693,8538.707212667683,8538.707212667683,94.331598052669,59.29870804,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154229_cube.fits,94.13685,45.0,4228037.875965489,-88755.35061528208,2158396.6132903853,2069641.2626751035,9857.104734891667,9857.104734891667,94.31119896815832,59.26531157,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154230_cube.fits,94.12494,22.5,4098265.8477136185,-7599.866122073494,2052932.856917846,2045332.9907957723,7734.105636555608,7734.105636555608,94.2906377307976,59.23230313,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154231_cube.fits,94.11214,67.5,4154197.423020781,-66772.21048868448,2110484.8167547327,2043712.6062660485,6638.034457630183,6638.034457630183,94.2703806842946,59.19890064,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154232_cube.fits,94.08998,0.0,4331252.8990139,-90786.7966015013,2211019.8478077007,2120233.0512061995,6033.228624170788,6033.228624170788,94.25024653520428,59.16589221,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154233_cube.fits,94.07361,45.0,4072863.001475434,-79433.81674458575,2076148.40911001,1996714.5923654244,6149.877530751836,6149.877530751836,94.2303474750351,59.1324947,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154234_cube.fits,94.06267,22.5,4186864.522043509,-31957.277521080337,2109410.8997822944,2077453.622261214,6569.867663907303,6569.867663907303,94.21006087187692,59.09911817,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154235_cube.fits,94.04158,67.5,4374194.121039963,-196333.5019981097,2285263.8115190365,2088930.3095209268,5412.832112094097,5412.832112094097,94.18985660161924,59.06607873,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154236_cube.fits,94.02898,0.0,4248844.797436688,-124502.57682632327,2186673.687131505,2062171.1103051824,6696.299842554472,6696.299842554472,94.1698163913168,59.03345235,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154237_cube.fits,94.01138,45.0,4392731.60312253,-92771.64295205008,2242751.62303729,2149979.98008524,8176.804211840486,8176.804211840486,94.1492351849445,58.99966273,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154238_cube.fits,93.99253,22.5,4403212.043362467,-81470.88747518463,2242341.465418826,2160870.577943641,6862.3834182552055,6862.3834182552055,94.1289652703349,58.96629113,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154239_cube.fits,93.96461,67.5,4392818.83939356,-137903.0647010263,2265360.952047293,2127457.887346267,7353.832604147346,7353.832604147346,94.1090998378575,58.93286759,1685.9701
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154240_cube.fits,93.94949,0.0,4183565.037704884,-47268.74958134373,2115416.893643114,2068148.14406177,7065.5491635197,7065.5491635197,94.0890714452893,58.89987209,1685.9701
