filepath,D_IMRANG,RET-ANG1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,p,a,wavelength_bin
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155481_cube.fits,86.33203,0.0,3956728.866264152,-112452.51592949287,2034590.6910968225,1922138.175167329,5989.570356945624,5989.570356945624,78.29422089232283,43.63497933,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155482_cube.fits,86.30883,45.0,3290055.8702698844,266.82091192365624,1644894.5246789802,1645161.345590904,7849.306326491864,7849.306326491864,78.28984909839794,43.59460382,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155483_cube.fits,86.29572,22.5,3754890.7130989656,-37252.36263633031,1896071.537867648,1858819.1752313173,7282.631775293314,7282.631775293314,78.2853466221891,43.55386223,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155484_cube.fits,86.27276,67.5,3987554.074522617,-100038.67420070524,2043796.3743616613,1943757.700160956,6482.525221782936,6482.525221782936,78.28088650008564,43.51350481,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155485_cube.fits,86.25071,0.0,4136676.284897127,-94774.24876658805,2115725.2668318576,2020951.0180652696,6383.07494882578,6383.07494882578,78.27648502754545,43.47315017,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155486_cube.fits,86.22913,45.0,3906218.263611202,-67189.03928832454,1986703.651449764,1919514.612161439,6660.185307711638,6660.185307711638,78.2720136500403,43.4327927,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155487_cube.fits,86.19789,22.5,4049712.307269341,-115944.04542941134,2082828.1763493763,1966884.130919965,6525.460216277836,6525.460216277836,78.26751012460018,43.39204501,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155488_cube.fits,86.17998,67.5,3995822.678280194,-120659.0569723025,2058240.867626248,1937581.8106539447,6681.589354743309,6681.589354743309,78.26309522682786,43.3517095,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155489_cube.fits,86.17004,0.0,4481862.332846953,-141492.26662417687,2311677.2997355647,2170185.033111388,5430.090528851207,5430.090528851207,78.25851523811603,43.31094563,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155490_cube.fits,86.13742,45.0,4182454.1554561527,-23494.838575238595,2102974.497015696,2079479.658440457,6376.057672725361,6376.057672725361,78.25402807107814,43.27100108,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155491_cube.fits,86.12306,22.5,4029542.496474528,-91753.97161018848,2060648.2340423584,1968894.2624321696,7064.490092149676,7064.490092149676,78.2495722550986,43.22986206,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155492_cube.fits,86.11208,67.5,3484023.476915968,-60997.249443423,1772510.363179695,1711513.1137362723,7898.916052303307,7898.916052303307,78.24503571827792,43.18952833,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155493_cube.fits,86.08623,0.0,3829317.311651729,-85269.89788884018,1957293.6047702848,1872023.7068814444,7359.118256003443,7359.118256003443,78.24051738939188,43.14955377,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155494_cube.fits,86.06908,45.0,3463675.874605507,-8681.762656606734,1736178.818631057,1727497.0559744502,8364.448620242782,8364.448620242782,78.23603417470109,43.10844276,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155495_cube.fits,86.05202,22.5,3730514.849253165,-73843.532031185,1902179.190642175,1828335.65861099,7594.94330318696,7594.94330318696,78.23141391895884,43.06808196,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155496_cube.fits,86.0271,67.5,4016972.907880942,-157227.88686421467,2087100.3973725785,1929872.510508364,6575.730788465353,6575.730788465353,78.2269027778531,43.02812831,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155497_cube.fits,86.00926,0.0,4431255.405870721,-109709.744529746,2270482.575200233,2160772.830670487,4750.936406990098,4750.936406990098,78.22240878676297,42.9873923,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155498_cube.fits,85.97177,45.0,4417659.915450517,-76497.22096541058,2247078.568207964,2170581.3472425533,4723.05008687162,4723.05008687162,78.21778088350977,42.94703846,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155499_cube.fits,85.96808,22.5,3662898.412906647,-41069.58777412027,1851984.000340384,1810914.412566264,7691.205910163645,7691.205910163645,78.21323111859537,42.90670258,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155500_cube.fits,85.94171,67.5,3958938.026016344,-102783.4032899402,2030860.714653141,1928077.311363201,6493.289592551269,6493.289592551269,78.20868127691237,42.8659565,2067.8395
/home/thomasmc/charis_mm_testing/HD35532/cubes/data/raw/CRSA00155501_cube.fits,85.91924,0.0,4197504.994608916,-129245.61036177934,2163375.302485348,2034129.6921235684,6082.37389911232,6082.37389911232,78.20405930699067,42.82562263,2067.8395
