filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170808_cube.fits,45.0,0.0,16213157.540715992,0.3087137916489299,5603966.100860059,10609191.439855931,4026.556536386394,0.0002362204456361,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170809_cube.fits,45.0,11.25,16548674.60380131,0.1790821572217419,6792551.128295958,9756123.475505352,4068.006219734836,0.0002418467597013,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170810_cube.fits,45.0,22.5,17173894.15219432,-0.1378619070802552,9770759.976005135,7403134.176189184,4144.139736084478,0.0002390004978248,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170811_cube.fits,45.0,33.75,18081267.241863668,-0.4489809829923172,13099706.1909312,4981561.050932467,4252.207337591109,0.0002101358756593,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170812_cube.fits,45.0,45.0,18629267.11778167,-0.595207795740344,14858776.067607284,3770491.050174386,4316.163472087413,0.0001861773381415,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170813_cube.fits,45.0,56.25,18364716.595778048,-0.5286001168320559,14036153.96694696,4328562.628831089,4285.407401377149,0.0001980840760839,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170814_cube.fits,45.0,67.5,17494807.62997824,-0.2634410960016097,11051829.463178515,6442978.166799724,4182.679479708939,0.000230635765524,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170815_cube.fits,45.0,78.75,16838324.429011226,0.0786990649479981,7756582.020578504,9081742.408432722,4103.452744824926,0.0002429413668628,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170816_cube.fits,45.0,90.0,16517350.147054434,0.2966088178772208,5809079.222736239,10708270.924318194,4064.154296659323,0.0002349810053153,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170817_cube.fits,57.5,0.0,17060320.66290462,-0.0217498872703302,8715690.35705924,8344630.30584538,4130.4141030778765,0.0002420492033661,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170818_cube.fits,57.5,11.25,16365268.55506587,0.3272788594953995,5504631.063513994,10860637.491551876,4045.4009140091257,0.0002335807551759,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170819_cube.fits,57.5,22.5,16151546.699850738,0.4053601566127288,4802176.60003072,11349370.099820018,4018.898692409494,0.0002274645710483,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170820_cube.fits,57.5,33.75,16836212.397662103,0.1276697241073039,7343368.902920306,9492843.494741796,4103.195388677233,0.0002417181352417,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170821_cube.fits,57.5,45.0,17864030.19325769,-0.3050661384586602,11656870.450811865,6207159.7424458265,4226.586115679851,0.0002253192389049,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170822_cube.fits,57.5,56.25,18599008.55446598,-0.6386324995189788,15238469.938089728,3360538.616376251,4312.6567860735195,0.0001784310498805,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170823_cube.fits,57.5,67.5,18660951.143756986,-0.7121776203069861,15975431.460991384,2685519.682765603,4319.832305050392,0.0001625061494579,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170824_cube.fits,57.5,78.75,18015984.77329892,-0.4814040521650339,13344476.423454285,4671508.3498446345,4244.524092675046,0.0002065010767729,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170825_cube.fits,57.5,90.0,17097895.4949767,-0.0329575780255532,8830700.359912574,8267195.135064125,4134.9601563953065,0.0002417089194729,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170826_cube.fits,70.0,0.0,18285537.062604964,-0.5793323484740941,14439470.096096992,3846066.9665079713,4276.159148418703,0.0001906129767477,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170827_cube.fits,70.0,11.25,16998152.35620475,-0.0359192223995985,8804356.385534763,8193795.970669985,4122.881559807988,0.0002423922885064,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170828_cube.fits,70.0,22.5,15887219.200969338,0.5241957916236363,3779602.8776094913,12107616.323359847,3985.877469387304,0.000213653776995,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170829_cube.fits,70.0,33.75,15798458.45422086,0.6902254644079379,2446980.0653633773,13351478.388857484,3974.7274691758257,0.0001820488002859,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170830_cube.fits,70.0,45.0,16570333.280647278,0.3156807378302311,5669699.122259855,10900634.158387424,4070.667424470744,0.0002330982530953,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170831_cube.fits,70.0,56.25,17714426.202441752,-0.2961533500777181,11480306.433499694,6234119.768942058,4208.85093611567,0.0002269361446827,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170832_cube.fits,70.0,67.5,18770573.75852643,-0.7676844990047061,16590226.135185838,2180347.623340592,4332.502020602695,0.0001479117574057,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170833_cube.fits,70.0,78.75,19030483.421512134,-0.8792005993686962,17881047.92599082,1149435.4955213144,4362.394230409734,0.0001092179575264,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170834_cube.fits,70.0,90.0,18304460.233540833,-0.5860711672064965,14516088.303848503,3788371.929692328,4278.3712126860655,0.0001893850579373,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170835_cube.fits,82.5,0.0,19170540.36432228,-0.951004978221148,18700909.842991114,469630.521331165,4378.417563951876,7.061354079576732e-05,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170836_cube.fits,82.5,11.25,18303777.311545312,-0.5783866736907574,14445219.09337318,3858558.218172133,4278.291400961991,0.0001906748905769,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170837_cube.fits,82.5,22.5,16667728.740268111,0.1233575242432661,7305819.494055152,9361909.24621296,4082.612979486068,0.0002430703812266,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170838_cube.fits,82.5,33.75,15674944.940949753,0.7791014923381839,1731285.9725684673,13943658.968381286,3959.159625596037,0.0001583411303522,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170839_cube.fits,82.5,45.0,15364024.75652717,0.8774846170734495,941164.6881694644,14422860.068357706,3919.697023562812,0.0001223576156509,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170840_cube.fits,82.5,56.25,16426292.870966136,0.3471333312729106,5362089.553101599,11064203.317864535,4052.936327030828,0.0002313916902002,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170841_cube.fits,82.5,67.5,17898083.08484912,-0.4020322953876533,12546845.25524497,5351237.829604149,4230.612613422449,0.0002164285816793,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170842_cube.fits,82.5,78.75,19080241.114725813,-0.8979760407212665,18106920.24346721,973320.8712586015,4368.093533193379,0.0001007405970187,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170843_cube.fits,82.5,90.0,19171055.32987633,-0.9536162665990006,18726442.770157933,444612.55971839745,4378.476370825396,6.875107163376373e-05,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170844_cube.fits,95.0,0.0,19328657.68803433,-0.9470087443711211,18816532.76777947,512124.92025485914,4396.436930974255,7.30609321320546e-05,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170845_cube.fits,95.0,11.25,19235990.28814136,-0.904308953798337,18315634.270442724,920356.017698638,4385.885348266797,9.73300802678858e-05,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170846_cube.fits,95.0,22.5,18074944.12460929,-0.4207333505914221,12839837.963954449,5235106.160654843,4251.46376258922,0.0002133816497589,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170847_cube.fits,95.0,33.75,16508936.501465024,0.3398520203775545,5449170.538578689,11059765.962886332,4063.119060705091,0.0002314672321328,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170848_cube.fits,95.0,45.0,15594570.542079816,0.924401537978012,589462.7744373176,15005107.767642498,3948.996143588876,9.65867645062752e-05,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170849_cube.fits,95.0,56.25,15590614.027551666,0.873201218897177,988435.4276690632,14602178.599882605,3948.495159874413,0.0001234292656814,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170850_cube.fits,95.0,67.5,16498630.431334913,0.2215250798694203,6421885.003648698,10076745.427686214,4061.850616570594,0.0002400764494917,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170851_cube.fits,95.0,78.75,18254563.993222356,-0.5227052018151339,13898159.774673462,4356404.218548894,4272.536014268617,0.0001995333683982,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170852_cube.fits,95.0,90.0,19193777.063427772,-0.942738574078636,18644245.54169345,549531.5217343234,4381.070310258416,7.613038707778427e-05,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170853_cube.fits,107.5,0.0,18542183.534071147,-0.574035703632381,14593029.452966211,3949154.081104934,4306.063577569559,0.0001901574965581,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170854_cube.fits,107.5,11.25,19132899.29487674,-0.8417931831756462,17619421.747845054,1513477.5470316857,4374.116973158895,0.0001234078067788,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170855_cube.fits,107.5,22.5,19008840.69134423,-0.7081799739177822,16235260.498173833,2773580.1931703985,4359.91292244974,0.0001619371693255,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170856_cube.fits,107.5,33.75,17833923.254659355,-0.2109324543661502,10797838.228871107,7036085.025788248,4223.022999541839,0.0002314694093155,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170857_cube.fits,107.5,45.0,16554669.664588928,0.4462932062809493,4583216.530528784,11971453.134060144,4068.743007931187,0.0002199418327057,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170858_cube.fits,107.5,56.25,15708013.689900346,0.8555644130030845,1134398.0889281705,14573615.600972176,3963.333658664174,0.0001306214460227,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170859_cube.fits,107.5,67.5,15802846.000280052,0.6796489509246612,2531229.1472828686,13271616.852997184,3975.2793612877135,0.000184524774318,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170860_cube.fits,107.5,78.75,16996890.466103137,0.0541448064477195,8038298.560801446,8958591.90530169,4122.728521998888,0.0002422020001396,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170861_cube.fits,107.5,90.0,18485773.31930518,-0.5649183352047171,14464362.80390942,4021410.515395761,4299.50849741051,0.0001919165459244,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170862_cube.fits,120.0,0.0,17380179.51809323,-0.0341809200331807,8987125.02218175,8393054.495911479,4168.95424754137,0.0002397281433866,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170863_cube.fits,120.0,11.25,18213591.770145778,-0.4156753443245098,12892266.400293589,5321325.369852185,4267.7384842731135,0.000213113587992,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170864_cube.fits,120.0,22.5,18743496.9011302,-0.593986729836209,14938442.665563822,3805054.2355663776,4329.376040624122,0.0001858177322388,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170865_cube.fits,120.0,33.75,18676036.415402293,-0.4751550233483033,13775024.467208266,4901011.948194027,4321.578000615318,0.0002036066684098,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170866_cube.fits,120.0,45.0,17766198.67673707,-0.111823918995541,9876442.319211602,7889756.357525468,4214.996877429101,0.0002357600884903,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170867_cube.fits,120.0,56.25,16714321.88566476,0.3354766890599166,5553528.2597901225,11160793.62587464,4088.315286969042,0.000230424622785,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170868_cube.fits,120.0,67.5,16038783.745429814,0.5818879837437532,3353004.105049789,12685779.640380025,4004.845033884559,0.0002030712640727,1159.5614
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_3/cubes/CRSA00170869_cube.fits,120.0,78.75,16331124.912771344,0.4224255756299894,4716220.0354043245,11614904.87736702,4041.1786539042473,0.0002242904089962,1159.5614
