,path,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,NAXIS3,EXTEND,AIRMASS,ALTITUDE,AUTOGUID,AZIMUTH,BIAS,BIN-FCT1,BIN-FCT2,BUNIT,CD1_1,CD1_1B,CD1_1C,CD1_1D,CD1_2,CD1_2B,CD1_2C,CD1_2D,CD2_1,CD2_1B,CD2_1C,CD2_1D,CD2_2,CD2_2B,CD2_2C,CD2_2D,CDELT1,CDELT1B,CDELT1C,CDELT1D,CDELT2,CDELT2B,CDELT2C,CDELT2D,CROPPED,CRPIX1,CRPIX1B,CRPIX1C,CRPIX1D,CRPIX2,CRPIX2B,CRPIX2C,CRPIX2D,CRVAL1,CRVAL1B,CRVAL1C,CRVAL1D,CRVAL2,CRVAL2B,CRVAL2C,CRVAL2D,CTYPE1,CTYPE1B,CTYPE1C,CTYPE1D,CTYPE2,CTYPE2B,CTYPE2C,CTYPE2D,CUNIT1,CUNIT1B,CUNIT1C,CUNIT1D,CUNIT2,CUNIT2B,CUNIT2C,CUNIT2D,DATA-TYP,DATE-OBS,DEC,DEC2000,DET-TMP,DETECTOR,DETPXSZ1,DETPXSZ2,DOM-HUM,DOM-PRS,DOM-TMP,DOM-WND,D_ADFG,D_APDTI,D_APDTO,D_AU1FOC,D_AU1GSX,D_AU1GSY,D_AU1M1X,D_AU1M1Y,D_AU1M1Z,D_AU1M2X,D_AU1M2Y,D_AU1TX,D_AU1TY,D_AU1X,D_AU1XA,D_AU1Y,D_AU1YA,D_BNCHI,D_BNCHO,D_BNCTI,D_BNCTO,D_BS1,D_BS1P,D_BS2,D_BS2P,D_CALX,D_CALXP,D_CALZ,D_CALZP,D_CLD1,D_CLD2,D_CLD3,D_DMCMTX,D_DMGAIN,D_ENSHUT,D_ESHUTP,D_FCONV,D_FCONVP,D_HDFG,D_HTTG,D_HWABS,D_HWABSP,D_HWAD,D_HWADA1,D_HWADA2,D_HWADDC,D_HWADFC,D_HWADMD,D_HWADP,D_HWADPA,D_HWADRA,D_HWADST,D_HWAF1,D_HWAF1P,D_HWAF2,D_HWAF2P,D_HWAPDA,D_HWHBS,D_HWHBSP,D_HWLAF,D_HWLAFP,D_HWLAP,D_HWLAPP,D_HWLASH,D_HWLAZ,D_HWLAZP,D_HWNAP,D_HWNAPP,D_HWPBS,D_HWPBSP,D_IMR,D_IMRANG,D_IMRDEC,D_IMRMOD,D_IMRPAD,D_IMRPAP,D_IMRRA,D_LDFG,D_LOOP,D_LTTG,D_MODE,D_PSUBG,D_SADC,D_SADCA1,D_SADCA2,D_SADCDC,D_SADCFC,D_SADCMD,D_SADCP,D_SADCPA,D_SADCRA,D_SADCST,D_STTG,D_TTCMTX,D_TTGAIN,D_TTX,D_TTY,D_VMAP,D_VMAPS,D_VMDRV,D_VMFREQ,D_VMPHAS,D_VMVOLT,D_WTTC1,D_WTTC2,D_WTTG,EQUINOX,EXP-ID,EXPTIME,EXTTRIG,F-RATIO,FILTER01,FILTER02,FOC-POS,FOC-VAL,FRAMEID,FRATE,GAIN,HST,HST-END,HST-STR,INST-PA,INSTRUME,LONPOLE,LST,M2-TIP,M2-TYPE,MFRATE,MJD,MJD-END,MJD-STR,OBJECT,OBS-ALOC,OBS-MOD,OBSERVAT,OBSERVER,OUT-HUM,OUT-PRS,OUT-TMP,OUT-WND,POL-ANG1,POLARIZ1,PRD-MIN1,PRD-MIN2,PRD-RNG1,PRD-RNG2,PROP-ID,P_RTAGL1,P_RTAGL2,P_STGPS1,P_STGPS2,P_STGPS3,RA,RA2000,RADESYS,RET-ANG1,RET-ANG2,RET-MOD1,RET-MOD2,RET-POS1,RET-POS2,RETPLAT1,RETPLAT2,TELESCOP,TELFOCUS,TIMESYS,UT,UT-END,UT-STR,U_BS,U_BSTH,U_CAMFCF,U_CAMFCS,U_DETMOD,U_DIFFTH,U_FCS,U_FCSF,U_FILTER,U_FILTTH,U_FLC,U_FLCEN,U_FLCST,U_FLCSTP,U_FLCTMP,U_FLDSTP,U_FLDSTX,U_FLDSTY,U_MASK,U_MASKTH,U_MASKX,U_MASKY,U_MBI,U_MBITH,U_PUPST,U_QWP1,U_QWP1TH,U_QWP2,U_QWP2TH,U_QWPMOD,U_SYNC,U_TRIGEN,U_TRIGJT,U_TRIGOF,U_TRIGPW,WCS-ORIG,WCSNAME,WCSNAMEB,WCSNAMEC,WCSNAMED,X_COMPPL,X_DICHRO,X_DICHRP,X_FIRPKO,X_FIRPKP,X_GRDAMP,X_GRDMOD,X_GRDSEP,X_GRDST,X_HOTSPT,X_INTSPH,X_NPS11,X_NPS12,X_NPS13,X_NPS14,X_NPS15,X_NPS16,X_NPS17,X_NPS18,X_NPS21,X_NPS210,X_NPS211,X_NPS212,X_NPS213,X_NPS214,X_NPS215,X_NPS216,X_NPS22,X_NPS23,X_NPS24,X_NPS25,X_NPS26,X_NPS27,X_NPS28,X_NPS29,X_NPS31,X_NPS32,X_NPS33,X_NPS34,X_NPS35,X_NPS36,X_NPS37,X_NPS38,X_OAP1,X_OAP1F,X_OAP1PH,X_OAP1TH,X_POLAR,X_POLARP,X_PYWCAL,X_PYWCLP,X_PYWCOL,X_PYWDMO,X_PYWFCS,X_PYWFLT,X_PYWFPK,X_PYWFRQ,X_PYWFST,X_PYWFSX,X_PYWFSY,X_PYWGN,X_PYWLK,X_PYWLP,X_PYWPKO,X_PYWPKP,X_PYWPLP,X_PYWPPX,X_PYWPPY,X_PYWRAD,X_RHEPKO,X_RHEPKP,X_SPCFRQ,X_SPCGN,X_SPCLP,X_SRCFFT,X_SRCFIB,X_SRCFIP,X_SRCFIR,X_SRCFIX,X_SRCFOP,X_SRCSEL,X_SRCSEP,X_SRHEN,X_SRHFLX,X_SRHWL,X_STR,X_STRPHI,X_STRTHE,X_VPLPKO,X_VPLPKT,X_ZAPFRQ,X_ZAPGN,X_ZAPLP,X_ZAPMOT,X_ZAPNMO,ZD,DET-NSMP,DET-SMPL,DETGAIN,DATE,RN,PXSCALE,PAOFFSET,FULLWELL,TINT,PA-STR,PA-END,PA,DEROTANG,WCSAXES,PC1_1,PC1_2,PC2_1,PC2_2,LATPOLE,MJDREF,BACKFILE,FLATFILE,COL_METH,diff,sum,diff_norm
654,/mnt/fuuu/userdata/mlucas/20230919_nb_pol_cal/20230919/flats/collapsed/vsync_22:31:53.699879.cam1.A_coll.fits,True,-32,3,762,762,1,True,1.0,89.91953,OFF,89.99429,200.0,1,1,ADU,1.48e-06,1.48e-06,1.48e-06,1.48e-06,7.8e-07,7.8e-07,7.8e-07,7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,1.48e-06,1.48e-06,1.48e-06,1.48e-06,-1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,True,268.5,268.0,268.0,268.0,268.5,268.0,268.0,268.0,180.82902083333,180.82902083,180.82902083,180.82902083,19.957438888889,19.95743889,19.95743889,19.95743889,RA---TAN,RA---TAN,RA---TAN,RA---TAN,DEC--TAN,DEC--TAN,DEC--TAN,DEC--TAN,deg,DEGREE,DEGREE,DEGREE,deg,DEGREE,DEGREE,DEGREE,FLAT,2023-09-19,19:57:26.78,+19:57:26.78,234.15,VCAM1 - OrcaQ,0.0046,0.0046,19.5,623.0,284.85,0.0,-99.9,-99.9,-99.9,0.0,448.5,601.7,6.76043,12.80205,-44.94447,6.78401,13.25987,-1e-05,0.0,3e-05,5e-05,0.0,1e-05,10.0,14.0,19.6,15.3,SCEXAO,348.72,MIRROR,152.63,OUT,0.0,OUT,100.0,OFF,OFF,OFF,UNKNOWN,-99.9,OPEN,162.0,OUT,-75.0,-99.9,-99.9,NONE,30.78,OUT,0.0,0.0,+19:55:13,1.0,NORMAL,0.0,0.0,09:15:07.6,ASYNC,NONE,0.0,ND1,72.0,-99.9,NONE,30.29,CLOSE,0.0,4ASEC,17.90001,CLOSE,NOBS,19.1,4ASEC,49.14,NONE,0.0,STAND-BY,45.0,-23:51:43.79,ADI,6121990611.343,-39.0,02:57:23.770,-99.9,UNKNOWN,-99.9,NGS,-9.9,IN,0.0,0.0,-23:51:44,1.0,ADI,163.025,-39.0,02:57:23.8,ASYNC,-99.9,UNKNOWN,-9.9,-99.9,-99.9,FULL,4.6466,OFF,1000.0,5.6,0.05,-99.9,-99.9,-99.9,2000.0,,0.1000512,True,21.3,Open,Halpha,Nasmyth-IR,0.0,,6.808,0.105,12:31:55.182,12:31:56.664258,12:31:53.699879,-41.323,SCExAO,180.0,12:04:11.301,POSN,Opt,6.74673414230347,60206.938833125794,60206.93885028076,60206.93881597083,HIP13782,Standby,IPOL_SDI,NAOJ,None,28.2,623.0,285.75,2.9,0.0,UNKNOWN,1780,884,536,536,#,33.75,0.0,55.2,56.0,0.0,12:03:18.965,12:03:18.965,ICRS,0.0,0.0,SYNCHRO_OFF,SYNCHRO_OFF,0.0,0.0,HWP(NIR),NONE,Subaru,P_OPT2,UTC,22:31:55.182,22:31:56.664258,22:31:53.699879,PBS,90.0,12.182,Dual,SLOW,299.994,Standard,2.542,Open,1.0,A,True,IN,0.0,45.5,Fieldstop,5.649,20.601,Open,164.0,8.107,0.1,Mirror,258.77,OUT,152.0,197.0,166.0,251.0,Filter,True,True,500,20,20,SUBARU,PRIMARY,NA,NA,NA,OUT,IN,0.0,OUT,17.0,0.025,1000,15.5,OFF,OFF,OUT,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,AO188,195000,46.03,17.88,OUT,0.0,19,OPEN,195000,OPEN,105000,BLOCK,OUT,1000,1.34 arcsec,16.22,9.27,1.0,0.654,9,800 nm SP (dflt),180.0,OPEN,111000,33500,25.0,NOT CONNECTED,-0.001,165,185.0,36,Open,OUT,0.0,OD 3.0,23.0,OD 3.0,SuperK broadbnd,43.0,DISABLED,0,-1.0,On-axis,0.0,0.089,Open,90.0,88,130.0,146,110,77,0.08047,1,base,1,2023-09-19T22:31:56,0.245,6.018378804429752,-260.32316372367615,6881.28,0.1000512,120.54854197167278,119.28567108839255,119.9050728292634,-140.41809089441273,2,-0.77071446823024,-0.63718067175691,0.63718067175691,-0.77071446823024,19.957438888889,0.0,master_back_0100.05ms_0536x0536_cam1.fits,master_flat_Open_Halpha_0100.05ms_536x536_cam1.fits,median,-190.4998779296875,390.2503662109375,-0.488403856754303
989,/mnt/fuuu/userdata/mlucas/20230919_nb_pol_cal/20230919/flats/collapsed/vsync_22:31:53.699879.cam1.B_coll.fits,True,-32,3,762,762,1,True,1.0,89.91953,OFF,89.99429,200.0,1,1,ADU,1.48e-06,1.48e-06,1.48e-06,1.48e-06,7.8e-07,7.8e-07,7.8e-07,7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,1.48e-06,1.48e-06,1.48e-06,1.48e-06,-1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,True,268.5,268.0,268.0,268.0,268.5,268.0,268.0,268.0,180.82902083333,180.82902083,180.82902083,180.82902083,19.957438888889,19.95743889,19.95743889,19.95743889,RA---TAN,RA---TAN,RA---TAN,RA---TAN,DEC--TAN,DEC--TAN,DEC--TAN,DEC--TAN,deg,DEGREE,DEGREE,DEGREE,deg,DEGREE,DEGREE,DEGREE,FLAT,2023-09-19,19:57:26.78,+19:57:26.78,234.15,VCAM1 - OrcaQ,0.0046,0.0046,19.5,623.0,284.85,0.0,-99.9,-99.9,-99.9,0.0,448.5,601.7,6.76043,12.80205,-44.94447,6.78401,13.25987,-1e-05,0.0,3e-05,5e-05,0.0,1e-05,10.0,14.0,19.6,15.3,SCEXAO,348.72,MIRROR,152.63,OUT,0.0,OUT,100.0,OFF,OFF,OFF,UNKNOWN,-99.9,OPEN,162.0,OUT,-75.0,-99.9,-99.9,NONE,30.78,OUT,0.0,0.0,+19:55:13,1.0,NORMAL,0.0,0.0,09:15:07.6,ASYNC,NONE,0.0,ND1,72.0,-99.9,NONE,30.29,CLOSE,0.0,4ASEC,17.90001,CLOSE,NOBS,19.1,4ASEC,49.14,NONE,0.0,STAND-BY,45.0,-23:51:43.79,ADI,6121990611.343,-39.0,02:57:23.770,-99.9,UNKNOWN,-99.9,NGS,-9.9,IN,0.0,0.0,-23:51:44,1.0,ADI,163.025,-39.0,02:57:23.8,ASYNC,-99.9,UNKNOWN,-9.9,-99.9,-99.9,FULL,4.6466,OFF,1000.0,5.6,0.05,-99.9,-99.9,-99.9,2000.0,,0.1000512,True,21.3,Open,Halpha,Nasmyth-IR,0.0,,6.808,0.105,12:31:55.182,12:31:56.664258,12:31:53.699879,-41.323,SCExAO,180.0,12:04:11.301,POSN,Opt,6.74673414230347,60206.938833125794,60206.93885028076,60206.93881597083,HIP13782,Standby,IPOL_SDI,NAOJ,None,28.2,623.0,285.75,2.9,0.0,UNKNOWN,1780,884,536,536,#,33.75,0.0,55.2,56.0,0.0,12:03:18.965,12:03:18.965,ICRS,0.0,0.0,SYNCHRO_OFF,SYNCHRO_OFF,0.0,0.0,HWP(NIR),NONE,Subaru,P_OPT2,UTC,22:31:55.182,22:31:56.664258,22:31:53.699879,PBS,90.0,12.182,Dual,SLOW,299.994,Standard,2.542,Open,1.0,B,True,IN,0.0,45.5,Fieldstop,5.649,20.601,Open,164.0,8.107,0.1,Mirror,258.77,OUT,152.0,197.0,166.0,251.0,Filter,True,True,500,20,20,SUBARU,PRIMARY,NA,NA,NA,OUT,IN,0.0,OUT,17.0,0.025,1000,15.5,OFF,OFF,OUT,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,AO188,195000,46.03,17.88,OUT,0.0,19,OPEN,195000,OPEN,105000,BLOCK,OUT,1000,1.34 arcsec,16.22,9.27,1.0,0.654,9,800 nm SP (dflt),180.0,OPEN,111000,33500,25.0,NOT CONNECTED,-0.001,165,185.0,36,Open,OUT,0.0,OD 3.0,23.0,OD 3.0,SuperK broadbnd,43.0,DISABLED,0,-1.0,On-axis,0.0,0.089,Open,90.0,88,130.0,146,110,77,0.08047,1,base,1,2023-09-19T22:31:56,0.245,6.018378804429752,-260.32316372367615,6881.28,0.1000512,120.54854197167278,119.28567108839255,119.9050728292634,-140.41809089441273,2,-0.77071446823024,-0.63718067175691,0.63718067175691,-0.77071446823024,19.957438888889,0.0,master_back_0100.05ms_0536x0536_cam1.fits,master_flat_Open_Halpha_0100.05ms_536x536_cam1.fits,median,43.97633361816406,377.4969482421875,0.1167527288198471
624,/mnt/fuuu/userdata/mlucas/20230919_nb_pol_cal/20230919/flats/collapsed/vsync_22:31:48.660419.cam1.A_coll.fits,True,-32,3,762,762,1,True,1.0,89.91953,OFF,89.99429,200.0,1,1,ADU,1.48e-06,1.48e-06,1.48e-06,1.48e-06,7.8e-07,7.8e-07,7.8e-07,7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,1.48e-06,1.48e-06,1.48e-06,1.48e-06,-1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,True,268.5,268.0,268.0,268.0,268.5,268.0,268.0,268.0,180.82902083333,180.82902083,180.82902083,180.82902083,19.957438888889,19.95743889,19.95743889,19.95743889,RA---TAN,RA---TAN,RA---TAN,RA---TAN,DEC--TAN,DEC--TAN,DEC--TAN,DEC--TAN,deg,DEGREE,DEGREE,DEGREE,deg,DEGREE,DEGREE,DEGREE,FLAT,2023-09-19,19:57:26.78,+19:57:26.78,234.15,VCAM1 - OrcaQ,0.0046,0.0046,19.5,623.0,284.85,0.0,-99.9,-99.9,-99.9,0.0,448.5,601.7,6.76043,12.80205,-44.94447,6.78401,13.25987,-1e-05,0.0,3e-05,5e-05,0.0,1e-05,10.0,14.0,19.6,15.3,SCEXAO,348.72,MIRROR,152.63,OUT,0.0,OUT,100.0,OFF,OFF,OFF,UNKNOWN,-99.9,OPEN,162.0,OUT,-75.0,-99.9,-99.9,NONE,30.78,OUT,0.0,0.0,+19:55:13,1.0,NORMAL,0.0,0.0,09:15:07.6,ASYNC,NONE,0.0,ND1,72.0,-99.9,NONE,30.29,CLOSE,0.0,4ASEC,17.90001,CLOSE,NOBS,19.1,4ASEC,49.14,NONE,0.0,STAND-BY,45.0,-23:51:43.79,ADI,6121990611.343,-39.0,02:57:23.770,-99.9,UNKNOWN,-99.9,NGS,-9.9,IN,0.0,0.0,-23:51:44,1.0,ADI,163.025,-39.0,02:57:23.8,ASYNC,-99.9,UNKNOWN,-9.9,-99.9,-99.9,FULL,4.6466,OFF,1000.0,5.6,0.05,-99.9,-99.9,-99.9,2000.0,,0.1000512,True,21.3,Open,Halpha,Nasmyth-IR,0.0,,6.808,0.105,12:31:50.143,12:31:51.624818,12:31:48.660419,-41.323,SCExAO,180.0,12:04:11.301,POSN,Opt,6.7466983795166,60206.93877479882,60206.93879195391,60206.93875764374,HIP13782,Standby,IPOL_SDI,NAOJ,None,28.2,623.0,285.75,2.9,0.0,UNKNOWN,1780,884,536,536,#,33.75,0.0,55.2,56.0,0.0,12:03:18.965,12:03:18.965,ICRS,11.25,0.0,SYNCHRO_OFF,SYNCHRO_OFF,11.25,0.0,HWP(NIR),NONE,Subaru,P_OPT2,UTC,22:31:50.143,22:31:51.624818,22:31:48.660419,PBS,90.0,12.182,Dual,SLOW,299.994,Standard,2.542,Open,1.0,A,True,IN,0.0,45.5,Fieldstop,5.649,20.601,Open,164.0,8.107,0.1,Mirror,258.77,OUT,152.0,197.0,166.0,251.0,Filter,True,True,500,20,20,SUBARU,PRIMARY,NA,NA,NA,OUT,IN,0.0,OUT,17.0,0.025,1000,15.5,OFF,OFF,OUT,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,AO188,195000,46.03,17.88,OUT,0.0,19,OPEN,195000,OPEN,105000,BLOCK,OUT,1000,1.34 arcsec,16.22,9.27,1.0,0.654,9,800 nm SP (dflt),180.0,OPEN,111000,33500,25.0,NOT CONNECTED,-0.001,165,185.0,36,Open,OUT,0.0,OD 3.0,23.0,OD 3.0,SuperK broadbnd,43.0,DISABLED,0,-1.0,On-axis,0.0,0.089,Open,90.0,88,130.0,146,110,77,0.08047,1,base,1,2023-09-19T22:31:51,0.245,6.018378804429752,-260.32316372367615,6881.28,0.1000512,122.93396548322386,121.49224782991638,122.19877363382687,-138.12439008984927,2,-0.74459576667028,-0.66751565094513,0.66751565094513,-0.74459576667028,19.957438888889,0.0,master_back_0100.05ms_0536x0536_cam1.fits,master_flat_Open_Halpha_0100.05ms_536x536_cam1.fits,median,-249.33648681640625,401.62469482421875,-0.6208852529525757
215,/mnt/fuuu/userdata/mlucas/20230919_nb_pol_cal/20230919/flats/collapsed/vsync_22:31:48.660419.cam1.B_coll.fits,True,-32,3,762,762,1,True,1.0,89.91953,OFF,89.99429,200.0,1,1,ADU,1.48e-06,1.48e-06,1.48e-06,1.48e-06,7.8e-07,7.8e-07,7.8e-07,7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,1.48e-06,1.48e-06,1.48e-06,1.48e-06,-1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,True,268.5,268.0,268.0,268.0,268.5,268.0,268.0,268.0,180.82902083333,180.82902083,180.82902083,180.82902083,19.957438888889,19.95743889,19.95743889,19.95743889,RA---TAN,RA---TAN,RA---TAN,RA---TAN,DEC--TAN,DEC--TAN,DEC--TAN,DEC--TAN,deg,DEGREE,DEGREE,DEGREE,deg,DEGREE,DEGREE,DEGREE,FLAT,2023-09-19,19:57:26.78,+19:57:26.78,234.15,VCAM1 - OrcaQ,0.0046,0.0046,19.5,623.0,284.85,0.0,-99.9,-99.9,-99.9,0.0,448.5,601.7,6.76043,12.80205,-44.94447,6.78401,13.25987,-1e-05,0.0,3e-05,5e-05,0.0,1e-05,10.0,14.0,19.6,15.3,SCEXAO,348.72,MIRROR,152.63,OUT,0.0,OUT,100.0,OFF,OFF,OFF,UNKNOWN,-99.9,OPEN,162.0,OUT,-75.0,-99.9,-99.9,NONE,30.78,OUT,0.0,0.0,+19:55:13,1.0,NORMAL,0.0,0.0,09:15:07.6,ASYNC,NONE,0.0,ND1,72.0,-99.9,NONE,30.29,CLOSE,0.0,4ASEC,17.90001,CLOSE,NOBS,19.1,4ASEC,49.14,NONE,0.0,STAND-BY,45.0,-23:51:43.79,ADI,6121990611.343,-39.0,02:57:23.770,-99.9,UNKNOWN,-99.9,NGS,-9.9,IN,0.0,0.0,-23:51:44,1.0,ADI,163.025,-39.0,02:57:23.8,ASYNC,-99.9,UNKNOWN,-9.9,-99.9,-99.9,FULL,4.6466,OFF,1000.0,5.6,0.05,-99.9,-99.9,-99.9,2000.0,,0.1000512,True,21.3,Open,Halpha,Nasmyth-IR,0.0,,6.808,0.105,12:31:50.143,12:31:51.624818,12:31:48.660419,-41.323,SCExAO,180.0,12:04:11.301,POSN,Opt,6.7466983795166,60206.93877479882,60206.93879195391,60206.93875764374,HIP13782,Standby,IPOL_SDI,NAOJ,None,28.2,623.0,285.75,2.9,0.0,UNKNOWN,1780,884,536,536,#,33.75,0.0,55.2,56.0,0.0,12:03:18.965,12:03:18.965,ICRS,11.25,0.0,SYNCHRO_OFF,SYNCHRO_OFF,11.25,0.0,HWP(NIR),NONE,Subaru,P_OPT2,UTC,22:31:50.143,22:31:51.624818,22:31:48.660419,PBS,90.0,12.182,Dual,SLOW,299.994,Standard,2.542,Open,1.0,B,True,IN,0.0,45.5,Fieldstop,5.649,20.601,Open,164.0,8.107,0.1,Mirror,258.77,OUT,152.0,197.0,166.0,251.0,Filter,True,True,500,20,20,SUBARU,PRIMARY,NA,NA,NA,OUT,IN,0.0,OUT,17.0,0.025,1000,15.5,OFF,OFF,OUT,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,AO188,195000,46.03,17.88,OUT,0.0,19,OPEN,195000,OPEN,105000,BLOCK,OUT,1000,1.34 arcsec,16.22,9.27,1.0,0.654,9,800 nm SP (dflt),180.0,OPEN,111000,33500,25.0,NOT CONNECTED,-0.001,165,185.0,36,Open,OUT,0.0,OD 3.0,23.0,OD 3.0,SuperK broadbnd,43.0,DISABLED,0,-1.0,On-axis,0.0,0.089,Open,90.0,88,130.0,146,110,77,0.08047,1,base,1,2023-09-19T22:31:51,0.245,6.018378804429752,-260.32316372367615,6881.28,0.1000512,122.93396548322386,121.49224782991638,122.19877363382687,-138.12439008984927,2,-0.74459576667028,-0.66751565094513,0.66751565094513,-0.74459576667028,19.957438888889,0.0,master_back_0100.05ms_0536x0536_cam1.fits,master_flat_Open_Halpha_0100.05ms_536x536_cam1.fits,median,85.95376586914062,380.3739013671875,0.22620025277137756
1125,/mnt/fuuu/userdata/mlucas/20230919_nb_pol_cal/20230919/flats/collapsed/vsync_22:31:43.028089.cam1.A_coll.fits,True,-32,3,762,762,1,True,1.0,89.91953,OFF,89.99429,200.0,1,1,ADU,1.48e-06,1.48e-06,1.48e-06,1.48e-06,7.8e-07,7.8e-07,7.8e-07,7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,-7.8e-07,1.48e-06,1.48e-06,1.48e-06,1.48e-06,-1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,1.6717718901194e-06,-1.67e-06,-1.67e-06,-1.67e-06,True,268.5,268.0,268.0,268.0,268.5,268.0,268.0,268.0,180.77800833333,180.77800833,180.77800833,180.77800833,19.957438888889,19.95743889,19.95743889,19.95743889,RA---TAN,RA---TAN,RA---TAN,RA---TAN,DEC--TAN,DEC--TAN,DEC--TAN,DEC--TAN,deg,DEGREE,DEGREE,DEGREE,deg,DEGREE,DEGREE,DEGREE,FLAT,2023-09-19,19:57:26.78,+19:57:26.78,234.15,VCAM1 - OrcaQ,0.0046,0.0046,19.5,623.0,284.85,0.0,-99.9,-99.9,-99.9,4e-05,448.5,601.7,6.76043,12.80205,-44.94444,6.78401,13.25987,-1e-05,0.0,0.0,1e-05,0.0,1e-05,10.0,14.0,19.6,15.3,SCEXAO,348.72,MIRROR,152.63,OUT,0.0,OUT,100.0,OFF,OFF,OFF,UNKNOWN,-99.9,OPEN,162.0,OUT,-75.0,-99.9,-99.9,NONE,30.78,OUT,0.0,0.0,+19:55:13,1.0,NORMAL,0.0,0.0,09:15:07.6,ASYNC,NONE,0.0,ND1,72.0,-99.9,NONE,30.29,CLOSE,0.0,4ASEC,17.90001,CLOSE,NOBS,19.1,4ASEC,49.14,NONE,0.0,STAND-BY,45.0,-23:51:43.79,ADI,6121851071.513,-39.0,02:57:23.770,-99.9,UNKNOWN,-99.9,NGS,-9.9,IN,0.0,0.0,-23:51:44,1.0,ADI,163.025,-39.0,02:57:23.8,ASYNC,-99.9,UNKNOWN,-9.9,-99.9,-99.9,FULL,4.6466,OFF,1000.0,5.6,0.05,-99.9,-99.9,-99.9,2000.0,,0.1000512,True,21.3,Open,Halpha,Nasmyth-IR,0.0,,6.808,0.105,12:31:44.510,12:31:45.992479,12:31:43.028089,-41.323,SCExAO,180.0,12:03:59.057,POSN,Opt,6.74673986434937,60206.93870960978,60206.93872676481,60206.93869245474,HIP13782,Standby,IPOL_SDI,NAOJ,None,28.2,623.0,285.65,2.9,0.0,UNKNOWN,1780,884,536,536,#,78.75,0.0,55.2,56.0,0.0,12:03:06.722,12:03:06.722,ICRS,22.5,0.0,SYNCHRO_OFF,SYNCHRO_OFF,22.5,0.0,HWP(NIR),NONE,Subaru,P_OPT2,UTC,22:31:44.510,22:31:45.992479,22:31:43.028089,PBS,90.0,12.182,Dual,SLOW,299.994,Standard,2.542,Open,1.0,A,True,IN,0.0,45.2,Fieldstop,5.649,20.601,Open,164.0,8.107,0.1,Mirror,258.77,OUT,152.0,197.0,166.0,251.0,Filter,True,True,500,20,20,SUBARU,PRIMARY,NA,NA,NA,OUT,IN,0.0,OUT,17.0,0.025,1000,15.5,OFF,OFF,OUT,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,AO188,195000,46.03,17.88,OUT,0.0,19,OPEN,195000,OPEN,105000,BLOCK,OUT,1000,1.34 arcsec,16.22,9.27,1.0,0.654,9,800 nm SP (dflt),180.0,OPEN,111000,33500,25.0,NOT CONNECTED,-0.001,165,185.0,36,Open,OUT,0.0,OD 3.0,23.0,OD 3.0,SuperK broadbnd,43.0,DISABLED,0,-1.0,On-axis,0.0,0.089,Open,90.0,88,130.0,146,110,77,0.08047,1,base,1,2023-09-19T22:31:46,0.245,6.018378804429752,-260.32316372367615,6881.28,0.1000512,119.8814140764557,118.66719725405068,119.26288911985431,-141.06027460382182,2,-0.77780757024952,-0.62850249296445,0.62850249296445,-0.77780757024952,19.957438888889,0.0,master_back_0100.05ms_0536x0536_cam1.fits,master_flat_Open_Halpha_0100.05ms_536x536_cam1.fits,median,-177.82009887695312,400.6893615722656,-0.4441058039665222
