filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,p,a,wavelength_bin
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123422_cube.fits,97.8916,0.0,18.36,96764.67256141274,2514.3593794566987,47125.15659097802,49639.51597043472,280.39074948835696,280.39074948835696,126.5757623688055,66.77899114,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123423_cube.fits,97.80772,45.0,130.22,98786.57675230649,1254.411274640166,48766.08273883315,50020.49401347332,244.46557791716887,244.46557791716887,126.1145151377112,66.60077713,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123424_cube.fits,97.70938,22.5,174.32,100204.18822404144,968.8519870693854,49617.66811848602,50586.520105555406,239.3889927343305,239.3889927343305,125.6585613281019,66.4212248,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123425_cube.fits,97.61756,67.5,151.41,95798.19310708836,1122.2607279979277,47337.96618954522,48460.22691754315,205.81004046164625,205.81004046164625,125.2092898301123,66.24067105,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123426_cube.fits,97.53779,0.0,195.534,94678.86542690496,1963.2782236076675,46357.79360164865,48321.07182525632,227.6760320785979,227.6760320785979,124.7656254339029,66.05939067,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123427_cube.fits,97.43921,45.0,128.12,96747.83283568145,1440.5066693375556,47653.66308317194,49094.16975250949,242.1574012654188,242.1574012654188,124.3265538099569,65.87713501,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123428_cube.fits,97.34929,22.5,172.7,100443.55248347289,1557.1761247516188,49443.18817936064,51000.364304112256,229.9439088315369,229.9439088315369,123.8937832315757,65.69393151,1804.7021
/home/thomasmc/charis_mm_testing/BD343631-broadband-unpol/cubes/data/raw/CRSA00123429_cube.fits,97.25913,67.5,149.81,97519.45168672453,1396.722458561897,48061.36461408131,49458.0870726432,214.3099318536812,214.3099318536812,123.46673480239,65.50953458,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154220_cube.fits,94.28935,0.0,106.84,2060916.976372657,-120590.37982938415,1090753.6781010206,970163.2982716364,2302.381184917051,2302.381184917051,94.49502608152916,59.5642602,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154221_cube.fits,94.27834,45.0,151.84,2260028.1013491955,-155975.88234353997,1208001.9918463675,1052026.1095028275,3072.550871994461,3072.550871994461,94.4745458284614,59.53128284,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154222_cube.fits,94.25066,22.5,129.24,2142765.060370848,-151849.1504222221,1147307.105396535,995457.9549743128,2463.536608333635,2463.536608333635,94.45378197628976,59.49825251,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154223_cube.fits,94.23526,67.5,174.24,2006144.0673519203,-154358.67403927073,1080251.3706955956,925892.6966563248,2184.151047198687,2184.151047198687,94.43318276931836,59.46451704,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154224_cube.fits,94.21821,0.0,106.69,2117630.2416397133,-133801.66164513864,1125715.951642426,991914.2899972872,2568.2283438648133,2568.2283438648133,94.41281065978929,59.43149467,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154225_cube.fits,94.19508,45.0,151.64,2584573.9678840227,-180577.80810886552,1382575.887996444,1201998.0798875785,3525.145841877035,3525.145841877035,94.3921327391655,59.39849932,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154226_cube.fits,94.17824,22.5,129.09,2864074.44075726,-173337.60730011156,1518706.024028686,1345368.4167285743,3978.093765267492,3978.093765267492,94.37189887796752,59.36510591,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154227_cube.fits,94.17655,67.5,174.04,3512410.4499184163,-207787.5944697864,1860099.0221941008,1652311.4277243149,6129.468642851702,6129.468642851702,94.35198791597172,59.33209451,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154228_cube.fits,94.14879,0.0,106.54,3558757.302127742,-162137.33721049712,1860447.3196691195,1698309.9824586224,6190.166632713959,6190.166632713959,94.331598052669,59.29870804,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154229_cube.fits,94.13685,45.0,151.44,3456619.3446163605,-65873.6553751789,1761246.4999957697,1695372.8446205908,6923.106678087621,6923.106678087621,94.31119896815832,59.26531157,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154230_cube.fits,94.12494,22.5,128.89,3160217.712912485,-176604.86887078127,1668411.2908916331,1491806.422020852,5424.465952483531,5424.465952483531,94.2906377307976,59.23230313,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154231_cube.fits,94.11214,67.5,173.89,3097239.301244647,-229318.84235772584,1663279.0718011863,1433960.2294434605,4776.5858017875935,4776.5858017875935,94.2703806842946,59.19890064,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154232_cube.fits,94.08998,0.0,106.34,2946079.639739427,-178457.58502330328,1562268.612381365,1383811.0273580616,4577.799436308711,4577.799436308711,94.25024653520428,59.16589221,1804.7021
/home/thomasmc/charis_mm_testing/HD40280/cubes/data/raw/CRSA00154233_cube.fits,94.07361,45.0,151.29,2916679.167129686,-252736.33895248803,1584707.753041087,1331971.414088599,4258.756020709017,4258.756020709017,94.2303474750351,59.1324947,1804.7021
