filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170808_cube.fits,45.00015,0.0,0.0,147908191.42055702,-49507808.73314476,98708000.07685088,49200191.34370613,12161.751165870688,12161.751165870688,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170812_cube.fits,45.00015,45.0,45.0,144346946.82750797,61158016.2361021,41594465.29570293,102752481.53180504,12014.447420814158,12014.447420814158,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170809_cube.fits,45.00015,11.25,11.25,147541029.35451126,-33226796.804693226,90383913.07960224,57157116.27490902,12146.646835835449,12146.646835835449,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170813_cube.fits,45.00015,56.25,56.25,144935632.0828371,51973693.37916851,46480969.3518343,98454662.7310028,12038.921549824849,12038.921549824849,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170810_cube.fits,45.00015,22.5,11.67,145767124.4019022,3157699.760027885,71304712.32093716,74462412.08096504,12073.405667080942,12073.405667080942,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170814_cube.fits,45.00015,67.5,61.186,146365644.90660477,18300303.57553101,64032670.66553688,82332974.24106789,12098.167006063552,12098.167006063552,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170811_cube.fits,45.00015,33.75,22.5,144625392.9510708,41346264.65332222,51639564.14887428,92985828.8021965,12026.029808339525,12026.029808339525,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170815_cube.fits,45.00015,78.75,67.5,148206457.14173412,-21851857.67552471,85029157.40862942,63177299.73310471,12174.00743969438,12174.00743969438,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170817_cube.fits,57.49998,0.0,64.078,149383361.33461285,-70892103.45297337,110137732.3937931,39245628.94081974,12222.248620225855,12222.248620225855,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170821_cube.fits,57.49998,45.0,33.75,143161079.49378872,79930332.5913248,31615373.45123196,111545706.04255676,11964.99391950488,11964.99391950488,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170818_cube.fits,57.49998,11.25,0.0,147422511.40834522,-23231267.747553825,85326889.57794952,62095621.8303957,12141.76722756392,12141.76722756392,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170822_cube.fits,57.49998,56.25,56.25,144566207.49890614,38889487.9644804,52838359.76721287,91727847.73169328,12023.56883370766,12023.56883370766,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170819_cube.fits,57.49998,22.5,22.5,144835006.93901348,38118424.63127232,53358291.15387058,91476715.7851429,12034.741664822452,12034.741664822452,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170823_cube.fits,57.49998,67.5,67.5,146647100.55728912,-19791951.32189941,83219525.93959427,63427574.617694855,12109.793580292322,12109.793580292322,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170820_cube.fits,57.49998,33.75,33.75,143227392.6907568,80165676.85818577,31530857.916285515,111696534.77447128,11967.764732428392,11967.764732428392,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170824_cube.fits,57.49998,78.75,67.5,148800670.91028404,-63618800.43950844,106209735.67489624,42590935.2353878,12198.388045569138,12198.388045569138,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170826_cube.fits,69.99956,0.0,90.0,150160292.34951234,-112353333.38096024,131256812.86523628,18903479.484276056,12253.99087438506,12253.99087438506,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170830_cube.fits,69.99956,45.0,45.0,141869480.1180508,115279657.8977878,13294911.110131502,128574569.00791933,11910.897536208213,11910.897536208213,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170827_cube.fits,69.99956,11.25,11.25,147853397.07603645,-49538754.33971214,98696075.7078743,49157321.36816216,12159.49822468166,12159.49822468166,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170831_cube.fits,69.99956,56.25,56.25,143517782.47406435,57167662.85292387,43175059.81057024,100342722.66349413,11979.890753845142,11979.890753845142,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170828_cube.fits,69.99956,22.5,22.5,144507251.65427494,40963656.2884016,51771797.68293667,92735453.97133829,12021.116905440816,12021.116905440816,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170832_cube.fits,69.99956,67.5,56.25,146335388.55309582,-31449913.999753,88892651.27642441,57442737.27667141,12096.916489465231,12096.916489465231,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170829_cube.fits,69.99956,33.75,22.5,142127421.99168634,108850213.54477452,16638604.223455906,125488817.76823044,11921.72059694767,11921.72059694767,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170833_cube.fits,69.99956,78.75,78.75,149261279.5089159,-100657069.18284892,124959174.34588242,24302105.163033485,12217.253353717271,12217.253353717271,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170835_cube.fits,82.49986,0.0,0.0,150918394.01334733,-144921708.36951858,147920051.19143295,2998342.821914375,12284.88477818768,12284.88477818768,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170839_cube.fits,82.49986,45.0,45.0,141140243.10093853,138941592.78412846,1099325.1584050283,140040917.9425335,11880.245919211377,11880.245919211377,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170836_cube.fits,82.4999,11.25,11.25,149290236.72013235,-94494841.53325891,121892539.12669563,27397697.59343672,12218.438391223828,12218.438391223828,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170840_cube.fits,82.49986,56.25,56.25,142567202.86742306,90641013.86414433,25963094.501639366,116604108.36578368,11940.150872891978,11940.150872891978,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170837_cube.fits,82.49986,22.5,11.25,145516435.0617771,8230214.457281113,68643110.302248,76873324.75952911,12063.019317806678,12063.019317806678,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170841_cube.fits,82.49986,67.5,56.25,145735561.7830429,-11129477.790029526,78432519.78653622,67303041.99650669,12072.098482991383,12072.098482991383,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170838_cube.fits,82.49986,33.75,33.75,142463718.7363081,104611964.48915575,18925877.123576164,123537841.61273192,11935.816634663424,11935.816634663424,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170842_cube.fits,82.49986,78.75,78.75,149460202.67150974,-108253245.54689312,128856724.10920145,20603478.56230831,12225.39171853032,12225.39171853032,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170844_cube.fits,94.99962,0.0,0.0,151647594.2146195,-145764349.38043132,148705971.7975254,2941622.4170940816,12314.527770670684,12314.527770670684,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170848_cube.fits,94.99962,45.0,45.0,142052595.91588783,130044284.1614666,6004155.877210617,136048440.03867722,11918.581959104356,11918.581959104356,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170845_cube.fits,94.99962,11.25,0.0,150745035.77859294,-128167009.747038,139456022.76281548,11289013.015777469,12277.826997420714,12277.826997420714,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170849_cube.fits,94.99962,56.25,45.0,142605632.75715637,111746812.60788728,15429410.074634552,127176222.68252182,11941.76003598952,11941.76003598952,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170846_cube.fits,94.99962,22.5,11.25,147210168.97925854,-39739911.67048359,93475040.32487106,53735128.654387474,12133.019779892333,12133.019779892333,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170850_cube.fits,94.99962,67.5,67.5,145317836.10338593,23283666.51973152,61017084.7918272,84300751.31155872,12054.784780467297,12054.784780467297,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170847_cube.fits,94.99962,33.75,33.75,143837657.18456936,66793333.25888538,38522161.96284199,105315495.22172736,11993.233808467565,11993.233808467565,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170851_cube.fits,94.99962,78.75,76.752,149207378.76186943,-83172172.4566288,116189775.60924911,33017603.15262032,12215.04722716492,12215.04722716492,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170853_cube.fits,107.49968,0.0,0.0,151692075.38478994,-114018520.19990778,132855297.79234886,18836777.59244108,12316.33368274788,12316.33368274788,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170857_cube.fits,107.49968,45.0,45.0,143482422.57741117,89869012.90912676,26806704.834142208,116675717.74326897,11978.414860799036,11978.414860799036,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170854_cube.fits,107.49968,11.25,0.0,151693657.8709401,-128551569.68154252,140122613.7762413,11571044.094698789,12316.39792597414,12316.39792597414,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170858_cube.fits,107.49968,56.25,55.688,143599496.78048348,100790762.17914176,21404367.300670862,122195129.47981262,11983.300746475634,11983.300746475634,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170855_cube.fits,107.49968,22.5,11.25,148933289.89063835,-72644796.12538338,110789043.00801086,38144246.88262749,12203.822757260872,12203.822757260872,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170859_cube.fits,107.49965,67.5,56.25,145769994.61257362,43949670.8257885,50910161.89339256,94859832.71918106,12073.52453149343,12073.52453149343,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170856_cube.fits,107.49968,33.75,33.75,145609870.09457207,18055341.00956726,63777264.5425024,81832605.55206966,12066.891484329011,12066.891484329011,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170860_cube.fits,107.49968,78.75,78.75,149054680.466177,-45784608.16027641,97419644.3132267,51635036.15295029,12208.7952094454,12208.7952094454,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170862_cube.fits,119.99981,0.0,0.0,151786172.95731258,-72940904.17091846,112363538.56411552,39422634.39319706,12320.153122315996,12320.153122315996,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170866_cube.fits,119.99981,45.0,45.0,145647903.9108076,43538949.08340931,51054477.41369915,94593426.49710846,12068.46733892948,12068.46733892948,1744.3261
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170863_cube.fits,119.99981,11.25,11.25,151846510.87378263,-96900522.28768589,124373516.58073424,27472994.29304838,12322.60162765082,12322.60162765082,1744.3261
