filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,wavelength_bin
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170808_cube.fits,45.00015,0.0,0.0,308818857.5445261,-171295838.8712225,240057348.2078743,68761509.3366518,17573.24265878458,17573.24265878458,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170812_cube.fits,45.00015,45.0,45.0,307097872.4670048,181788120.7844143,62654875.84129524,244442996.62570956,17524.208183738425,17524.208183738425,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170809_cube.fits,45.00015,11.25,11.25,309563971.456192,-131914863.78560638,220739417.6208992,88824553.83529282,17594.43012592883,17594.43012592883,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170813_cube.fits,45.00015,56.25,56.25,306631523.7368021,147924730.96668148,79353396.38506031,227278127.3517418,17510.897285313567,17510.897285313567,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170810_cube.fits,45.00015,22.5,11.67,306612640.6444397,-13628290.357810974,160120465.50112534,146492175.14331436,17510.358095836866,17510.358095836866,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170814_cube.fits,45.00015,67.5,61.186,305928676.0098896,31909494.67302513,137009590.66843224,168919085.34145737,17490.81690516168,17490.81690516168,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170811_cube.fits,45.00015,33.75,22.5,307227191.01695824,115751727.5933628,95737731.71179771,211489459.3051605,17527.897507030277,17527.897507030277,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170815_cube.fits,45.00015,78.75,67.5,308616264.34529686,-98724161.29855536,203670212.8219261,104946051.52337074,17567.477461072685,17567.477461072685,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170817_cube.fits,57.49998,0.0,64.078,310206840.4624119,-200534287.6053295,255370564.0338707,54836276.42854118,17612.689756604806,17612.689756604806,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170821_cube.fits,57.49998,45.0,33.75,306235771.0964155,209558690.85963157,48338540.11839199,257897230.97802356,17499.593455175338,17499.593455175338,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170818_cube.fits,57.49998,11.25,0.0,308334223.1086483,-116919177.3005619,212626700.2046051,95707522.9040432,17559.448257523592,17559.448257523592,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170822_cube.fits,57.49998,56.25,56.25,305843126.3568363,131589115.7391262,87127005.30885506,218716121.0479813,17488.37117506477,17488.37117506477,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170819_cube.fits,57.49998,22.5,22.5,305202986.9036865,35621453.98957825,134790766.45705414,170412220.4466324,17470.059728108732,17470.059728108732,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170823_cube.fits,57.49998,67.5,67.5,305410644.49419594,-18886932.980955124,162148788.73757553,143261855.7566204,17476.001959664456,17476.001959664456,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170820_cube.fits,57.49998,33.75,33.75,305686336.5991173,170390727.448246,67647804.57543564,238038532.02368164,17483.887914280316,17483.887914280316,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170824_cube.fits,57.49998,78.75,67.5,308962008.8145132,-155360145.81263828,232161077.3135757,76800931.50093746,17577.31517651411,17577.31517651411,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170826_cube.fits,69.99956,0.0,90.0,310168512.78502417,-256912351.23954248,283540432.0122833,26628080.77274084,17611.60165303043,17611.60165303043,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170830_cube.fits,69.99956,45.0,45.0,305325045.65028167,262143933.6015799,21590556.02435088,283734489.6259308,17473.552748376092,17473.552748376092,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170827_cube.fits,69.99956,11.25,11.25,308222015.12031746,-152184283.44174004,230203149.28102875,78018865.83928871,17556.252878114894,17556.252878114894,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170831_cube.fits,69.99956,56.25,56.25,304603889.5649853,160425841.78596687,72089023.8895092,232514865.67547607,17452.904903338735,17452.904903338735,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170828_cube.fits,69.99956,22.5,22.5,304024752.02165604,41491910.69324875,131266420.66420364,172758331.3574524,17436.305572616468,17436.305572616468,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170832_cube.fits,69.99956,67.5,56.25,304710887.8076096,-31251635.752620697,167981261.78011513,136729626.02749443,17455.969976131648,17455.969976131648,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170829_cube.fits,69.99956,33.75,22.5,304323747.13351727,212619415.47890183,45852165.8273077,258471581.3062096,17444.877389466434,17444.877389466434,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170833_cube.fits,69.99956,78.75,78.75,308445212.4215164,-203173756.58790588,255809484.50471115,52635727.91680527,17562.608360420625,17562.608360420625,1998.6603
/home/shared/exoserver/CHARIS-cals/new_data/cubes/pick_out/CRSA00170835_cube.fits,82.49986,0.0,0.0,310942831.57175,-301268490.2597243,306105660.91573715,4837170.656012833,17633.571151974575,17633.571151974575,1998.6603
