filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,p,a,wavelength_bin
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155278_flat_cube.fits,88.90286,0.0,94.76,4852759.345693076,24780.557346338872,2413989.394173369,2438769.951519708,8584.369659926757,8584.369659926757,91.79203064543496,48.79694762,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155279_flat_cube.fits,88.89295,45.0,139.68,4992761.335131015,140804.4169767201,2425978.459077148,2566782.8760538674,7994.269774428777,7994.269774428777,91.77021868915728,48.75875485,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155280_flat_cube.fits,88.87652,22.5,117.11,5163984.986143844,198744.5449301456,2482620.220606849,2681364.765536995,8097.020152586646,8097.020152586646,91.74819257646824,48.7209022,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155281_flat_cube.fits,88.85222,67.5,162.08,5073322.367829916,-106369.9473101953,2589846.157570056,2483476.2102598604,7603.128978922821,7603.128978922821,91.72617461743629,48.68265241,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155282_flat_cube.fits,88.83179,0.0,94.53,4979131.66351961,6928.999886930455,2486101.3318163394,2493030.33170327,8709.499174611163,8709.499174611163,91.70468096955328,48.64479662,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155283_flat_cube.fits,88.82009,45.0,139.48,5180431.214939728,146515.55545194494,2516957.8297438915,2663473.3851958364,7415.376937662066,7415.376937662066,91.68255861000466,48.60694185,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155284_flat_cube.fits,88.79965,22.5,116.91,5008684.488743568,201200.02986785583,2403742.229437856,2604942.259305712,7935.756702029593,7935.756702029593,91.66112149153363,48.568737,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155285_flat_cube.fits,88.78118,67.5,161.87,5124753.182150328,-75299.85853974614,2600026.520345037,2524726.6618052907,8037.663860720996,8037.663860720996,91.63948275593756,48.53090822,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155286_flat_cube.fits,88.75899,0.0,94.34,5249110.736567674,22140.690268944483,2613485.0231493646,2635625.713418309,7419.273615385191,7419.273615385191,91.61740177406794,48.49304343,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155287_flat_cube.fits,88.73507,45.0,139.3,4917381.106614981,130591.26706483027,2393394.919775076,2523986.1868399056,7774.698624381827,7774.698624381827,91.59592791071748,48.45480044,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155288_flat_cube.fits,88.72295,22.5,116.71,5084281.738153484,212646.89355379483,2435817.4222998447,2648464.3158536395,7395.527135084506,7395.527135084506,91.57420189155586,48.4169366,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155289_flat_cube.fits,88.70411,67.5,161.67,5189871.500546074,-101947.71121618572,2645909.6058811294,2543961.894664944,6484.471287636101,6484.471287636101,91.55248102216736,48.37908676,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155290_flat_cube.fits,88.68716,0.0,94.15,5100519.449216944,-51702.32898349408,2576110.889100219,2524408.560116725,6416.979935659678,6416.979935659678,91.53093985127953,48.34087578,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155291_flat_cube.fits,88.66655,45.0,139.08,5030766.960972708,81976.95177550754,2474395.0045986,2556371.9563741074,6961.4367586750905,6961.4367586750905,91.50936926558543,48.30304393,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155292_flat_cube.fits,88.64505,22.5,116.52,4828362.863648064,194279.88305959804,2317041.490294233,2511321.373353831,6892.026387754038,6892.026387754038,91.48741088037605,48.26479988,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155293_flat_cube.fits,88.62748,67.5,161.5,4720967.682819981,-67692.84807939315,2394330.2654496874,2326637.417370294,7458.526624315344,7458.526624315344,91.46567070921002,48.22692885,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155294_flat_cube.fits,88.6076,0.0,93.92,4996221.081687752,-56636.82046165969,2526428.951074706,2469792.130613046,7715.971411411832,7715.971411411832,91.44443843123472,48.18906085,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155295_flat_cube.fits,88.5862,45.0,138.91,5143445.4869163055,137563.89546123846,2502940.7957275333,2640504.691188772,7479.248585250242,7479.248585250242,91.4224550943778,48.15084371,1159.5614
