filepath,D_IMRANG,RET-ANG1,RET-POS1,single_sum,single_diff,LCOUNTS,RCOUNTS,sum_std,diff_std,p,a,wavelength_bin
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155278_flat_cube.fits,88.90286,0.0,94.76,4843387.518115473,18997.26241015457,2412195.127852659,2431192.390262814,9213.982344710475,9213.982344710475,91.79203064543496,48.79694762,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155279_flat_cube.fits,88.89295,45.0,139.68,4869934.316993721,135018.33143515093,2367457.9927792847,2502476.324214436,8972.798277022037,8972.798277022037,91.77021868915728,48.75875485,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155280_flat_cube.fits,88.87652,22.5,117.11,5037277.644622199,189763.57701202625,2423757.0338050867,2613520.610817113,9082.803068128103,9082.803068128103,91.74819257646824,48.7209022,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155281_flat_cube.fits,88.85222,67.5,162.08,4877834.820840251,-49914.69763614796,2463874.7592382,2413960.0616020514,8715.30245160019,8715.30245160019,91.72617461743629,48.68265241,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155282_flat_cube.fits,88.83179,0.0,94.53,4978237.325195815,10704.832775060087,2483766.246210377,2494471.0789854373,9331.22123600056,9331.22123600056,91.70468096955328,48.64479662,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155283_flat_cube.fits,88.82009,45.0,139.48,4932548.886853695,127343.76966562076,2402602.5585940373,2529946.328259658,8676.333798379394,8676.333798379394,91.68255861000466,48.60694185,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155284_flat_cube.fits,88.79965,22.5,116.91,4884043.304189507,193070.17019030493,2345486.5669996007,2538556.7371899057,8916.431208271579,8916.431208271579,91.66112149153363,48.568737,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155285_flat_cube.fits,88.78118,67.5,161.87,4995013.253058609,-76559.8457988007,2535786.5494287047,2459226.703629904,9033.811382997092,9033.811382997092,91.63948275593756,48.53090822,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155286_flat_cube.fits,88.75899,0.0,94.34,4992222.937909724,2199.7383178467862,2495011.599795939,2497211.3381137857,8670.147801660663,8670.147801660663,91.61740177406794,48.49304343,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155287_flat_cube.fits,88.73507,45.0,139.3,4797410.262712728,126044.79843054293,2335682.732141093,2461727.530571636,8729.596911306584,8729.596911306584,91.59592791071748,48.45480044,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155288_flat_cube.fits,88.72295,22.5,116.71,4846606.74411339,192697.16142453343,2326954.7913444284,2519651.952768962,8660.9469064403,8660.9469064403,91.57420189155586,48.4169366,1159.5614
/home/thomasmc/charis_mm_testing/HD30675-pol/flat-cubes/CRSA00155289_flat_cube.fits,88.70411,67.5,161.67,4777409.417711682,-60786.51036829129,2419097.9640399865,2358311.453671695,8060.273701886574,8060.273701886574,91.55248102216736,48.37908676,1159.5614
